row_id,word_7,word_6,word_5,word_4,word_3,word_2,word_1,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,cit,book_no,uri_other,word_start,word_end,extend,new_uri
1240,المكان,في,كانت,الدرق,خزانه,الطوير,ابن,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
965.966,ما,علي,تحتوي,السروج,خزانه,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
965.966,الخليفه,اليها,يدخل,السلاح,خزانه,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
970.971.972.973,مجالسه,احد,وهي,الشراب,خزانه,الطوير,ابن,0588IbnMamun.AkhbarMisr,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,
986,بناها,القصر,خارج,الفطره,دار,الطوير,ابن,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,
927.928,الدواوين,اصل,هو,المجلس,ديوان,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,
1020.1021,واهل,القعده,ذو,انقضي,فاذا,الطوير,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1123.1124,المراكب,وتجهزت,النفقه,تكملت,فاذا,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1040.1041,من,الاخير,العشر,كان,فاذا,الطوير,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1105,في,كانت,فانها,الاهرا,واما,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
1104,تسند,من,فان,الحسبه,واما,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
1039,الحواصل,من,ففيها,المناخات,واما,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
907,يلي,فانه,الدعاه,داعي,واما,الطوير,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,
1023,تقرر,ما,علي,الضحايا,وثمن,الطوير,ابن,0542IbnMunjibTajRiyasaIbnSayrafi.Afdaliyyat,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,
1025,امير,علي,يعني,عليه,وخلع,الطوير,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1129,في,الخليفه,ركوب,ذكر,وقد,الطوير,ابن,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,
1039,يعرف,احدهما,اصطبلان,لهم,وكان,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
982,يسكنها,كبري,دار,لهم,وكانت,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
1036,الجيوش,امير,بن,الافضل,وكوتب,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1102,في,القصر,باب,خارج,ويبيت,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
660.661,ومنها,مصر,فضال,كتاب,في,الكندي,ابن,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
574.575.576,عجاب,اكثر,وهي,الفرما,ومنها,الكندي,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,0350MuhammadKindi.FadailMisr,0930IbnIyas.NuzhatUmam,,,,,,,,,,,
1143,الدوله,رسوم,من,كان,انه,المامون,ابن,0346Mascudi.MurujDhahab,,,,,,,,,,,,,,
980.981,الايام,في,كانت,التعبيه,دار,المامون,ابن,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,
970.971.972.973,والدون,منها,العالي,التوابل,فاما,المامون,ابن,0588IbnMamun.AkhbarMisr,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,
1125,فيكون,والثلاثا,السبت,يوم,فاما,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,
1601,السنه,هذه,في,تاريخه,في,المامون,ابن,0588IbnMamun.AkhbarMisr,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.Muqaffa,,,,,,,,,,,,
686.687.688.708.1602.1603,سنه,حوادث,من,تاريخه,في,المامون,ابن,0420Musabbihi.AkhbarMisr,0930IbnIyas.NuzhatUmam,0588IbnMamun.AkhbarMisr,0733Nuwayri.NihayatArab,0821Qalqashandi.SubhAcsha,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,,,,,
330,المختصه,البساتين,وجميع,تاريخه,في,المامون,ابن,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,
1178,عشره,ست,سنه,حوادث,في,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1115.1116.1118,الامر,الخليفه,تحول,ذكر,لما,المامون,ابن,0845Maqrizi.MusawwadatMawaciz,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,
1070.1071,الدفتر,كاتب,المامون,الاجل,واحضر,المامون,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0821Qalqashandi.SubhAcsha,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,
931,اثق,ممن,فبلغني,الاستيمار,واما,المامون,ابن,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,
947.948.949,المامون,الوزير,يعني,الاجل,وجلس,المامون,ابن,0845Maqrizi.MusawwadatMawaciz,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,
1139.1140,التاسع,في,النوروز,موسم,وحل,المامون,ابن,0588IbnMamun.AkhbarMisr,0677IbnMuyassar.AkhbarMisr,,,,,,,,,,,,,
1094.1095,شهر,يعني,الشهر,هذا,وفي,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
945,شوالا,يعني,الشهر,هذا,وفي,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,
933.934,سنه,يعني,السنه,هذه,وفي,المامون,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
1025,يعني,ثانيه,الجمعه,يوم,وفي,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1008.1009.1010.1011,من,يعني,عاشورا,يوم,وفي,المامون,ابن,0845Maqrizi.MusawwadatMawaciz,0845Maqrizi.ItticazHunafa,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,
1135,الي,يصل,لا,الما,وكان,المامون,ابن,0588IbnMamun.AkhbarMisr,0692IbnCabdZahir.RawdaBahiyya,,,,,,,,,,,,,
1036,الذين,الحجريه,جمله,من,وكان,المامون,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
969,فيما,الايوان,في,يكن,ولم,المامون,ابن,0460Anonymous.DhakhairTuhaf,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,
1074,بدر,الجيوش,امير,توفي,ولما,المامون,ابن,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,
1111.1112,اللله,بسكن,الاهتمام,وقع,ولما,المامون,ابن,0588IbnMamun.AkhbarMisr,,,,,,,,,,,,,,
1444.1445,عليه,الله,صلي,النبي,علم,جريج,ابن,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,,,,,,,,,,
62.63,احد,ليس,ليس,كتاب,في,خالويه,ابن,0400IbnTahirMaqdisi.BadWaTarikh,0449AbuCalaMacarri.RisalatSahilWaShajih,0255Jahiz.Hayawan,,,,,,,,,,,,
223,من,كثيره,بامم,يمر,والنيل,رضوان,ابن,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,
227.228.229,الاسفل,فكه,يحرك,حيوان,كل,زهران,ابن,0346Mascudi.MurujDhahab,0930IbnIyas.NuzhatUmam,0646IbnBaytarAndalusi.JamicLiMufradat,0784IbnMahmudJalalDinQahiri.UnsMala,,,,,,,,,,,
1317,مصر,امرا,اتمام,كتاب,في,زولاق,ابن,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,,
1271,الكندي,كتاب,اتمام,كتاب,في,زولاق,ابن,0845Maqrizi.Muqaffa,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1272.1273,المعز,الامام,سيره,كتاب,في,زولاق,ابن,0677IbnMuyassar.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,
1007,لدين,المعز,سيره,كتاب,في,زولاق,ابن,0845Maqrizi.ItticazHunafa,0845Maqrizi.MusawwadatMawaciz,0845Maqrizi.MusawwadatMawaciz',,,,,,,,,,,,
1139.1140,سنه,يعني,السنه,هذه,وفي,زولاق,ابن,0588IbnMamun.AkhbarMisr,0677IbnMuyassar.AkhbarMisr,,,,,,,,,,,,,
900,من,عشر,ثمانيه,يوم,وفي,زولاق,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,
1444.1445,رسول,بعد,اذن,بلالا,ان,سعد,ابن,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,,,,,,,,,,
1295,يضعف,يزال,لا,خليج,وفيها,سعد,ابن,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,
1559,الخلق,تعالي,فخلق,يعرفون,وغيره,عباس,ابن,0764Safadi.WafiBiWafayat,,,,,,,,,,,,,,
351,بن,جياد,ان,اشياخه,عن,عفير,ابن,0626YaqutHamawi.MucjamBuldan,0649MuhammadIdrisi.Anwar,,,,,,,,,,,,,
207.208,كان,اذا,المتقدمين,القبط,عن,عفير,ابن,0874IbnTaghribirdi.NujumZahira,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,
273,برح,لقيهم,الابل,نهضت,فلما,عفير,ابن,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
572,جفنه,الف,العزيز,لعبد,كان,عفير,ابن,0350MuhammadKindi.WulatMisr,,,,,,,,,,,,,,
351,زمان,وفي,الحكم,عبد,وابن,عفير,ابن,0626YaqutHamawi.MucjamBuldan,0649MuhammadIdrisi.Anwar,,,,,,,,,,,,,
352.353.354.355,اهل,من,مشايخنا,يزل,ولم,عفير,ابن,0911Suyuti.HusnMuhadara',0911Suyuti.TuhfatKiram,0930IbnIyas.NuzhatUmam,0626YaqutHamawi.MucjamBuldan,0487AbuCubaydBakri.MucjamMaIstacjama,0649MuhammadIdrisi.Anwar,,,,,,,,,
462.463.464,الجوزا,جاوز,ومنزل,ابيات,من,قلاقس,ابن,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,0565AbuHamidGharnati.TuhfatAlbab,,,,,,,,,,,
570,الكروم,ذي,لحلوان,سقيا,الرقيات,قيس,ابن,0350MuhammadKindi.WulatMisr,,,,,,,,,,,,,,
273,الاسكندريه,العاص,بن,عمرو,جبي,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
502,ستماه,الاسكندريه,جزيه,عمرو,جبي,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,0733Nuwayri.NihayatArab,0911Suyuti.HusnMuhadara,,,,,,,,,,,,
793,كان,يزيد,بن,الحرث,عن,لهيعه,ابن,0350MuhammadKindi.WulatMisr,,,,,,,,,,,,,,
773,عاصم,ابي,بن,الصلت,عن,لهيعه,ابن,0224QasimIbnSallam.Amwal,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,
770.771.772,هبيره,بن,الله,عبد,عن,لهيعه,ابن,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,0227IbnMansurKhurasani.Sunan,0227IbnMansurKhurasani.TafsirMinSunanSacid',0911Suyuti.HusnMuhadara,0224QasimIbnSallam.Amwal,,,,,,,,,
753.754.755.756,الحضرمي,ميمون,بن,يحيي,عن,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
1431.1432,حبيب,ابي,بن,يزيد,عن,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,0911Suyuti.JamicKabir,,,,,,,,,,,,,
1416,فقال,شديد,دوي,لاذانهم,فكان,لهيعه,ابن,0347IbnYunusSadafi.Tarikh,,,,,,,,,,,,,,
273,معاويه,زمان,في,الديوان,كان,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
423.424,علي,ابو,وقال,كالمغار,والاحياد,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,0468IbnAhmadWahidiNaysaburi.WasitFiTafsir,0911Suyuti.HusnMuhadara,,,,,,,,,,,,
374.375.376.377,الي,القصير,بين,ما,والمقطم,لهيعه,ابن,0487AbuCubaydBakri.MasalikWaMamalik,0615MuwaffaqDinShafici.MurshidZuwwar,0350MuhammadKindi.FadailMisr,0902Sakhawi.AjwibaMurdiyya,0692IbnCabdZahir.RawdaBahiyya,0930IbnIyas.NuzhatUmam,,,,,,,,,
419,رجل,هو,ويقال,روم,واهلها,لهيعه,ابن,0200YahyaIbnSalam.Tafsir,0369AbuShaykhIsbahani.Cuzma,,,,,,,,,,,,,
423.424,حجر,بالاسكندريه,وجد,انه,وبلغني,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,0468IbnAhmadWahidiNaysaburi.WasitFiTafsir,0911Suyuti.HusnMuhadara,,,,,,,,,,,,
510.511,العاص,بن,عمرو,كان,وقد,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
496.497.498,وكان,الثاني,الاسكندريه,فتح,وهو,لهيعه,ابن,0257IbnCabdHakam.FutuhMisr,0241IbnHanbal.Zuhd,,,,,,,,,,,,,
723,المثلثه,المرمن,انتقال,ان,الله,ماشا,ابن,0360HamzaIsfahani.TarikhSini,,,,,,,,,,,,,,
1093,الحاكم,اخت,الملك,ست,ان,ميسر,ابن,0845Maqrizi.MusawwadatMawaciz,,,,,,,,,,,,,,
305,السيده,عبيد,ان,تاريخه,في,ميسر,ابن,0630IbnAthirCizzDin.LubabFiTahdhibAnsab,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,
1315,الممنين,امير,عاده,من,كان,ميسر,ابن,0764IbnShakirKutubi.FawatWafayat,0764Safadi.WafiBiWafayat',0845Maqrizi.ItticazHunafa,,,,,,,,,,,,
1110,بالله,العزيز,بناها,المنظره,هذه,ميسر,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,,,,,,,,,,
969,الجيوش,امير,بن,الافضل,وعمل,ميسر,ابن,0460Anonymous.DhakhairTuhaf,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,
106.107.108,باب,علي,كان,انه,المصري,نصر,ابن,0814IbnZayyat.KawakibSayyara,0930IbnIyas.BadaicZuhur',0930IbnIyas.NuzhatUmam,0911Suyuti.HusnMuhadara,0600PseudoMascudi.AkhbarZaman,,,,,,,,,,
881,فتحت,قد,العباس,بنو,تقول,هان,ابن,0845Maqrizi.Muqaffa,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,
80.81,عن,ايوب,بن,يحيي,اخبرني,وهب,ابن,0350MuhammadKindi.FadailMisr,0874IbnTaghribirdi.NujumZahira,0733Nuwayri.NihayatArab,,,,,,,,,,,,
98,وابن,ايوب,بن,يحيي,اخبرني,وهب,ابن,0257IbnCabdHakam.FutuhMisr,0783IbnHadida.MisbahMudi,,,,,,,,,,,,,
691,التي,الليله,في,النار,بردت,وهب,ابن,0538JarAllahZamakhshari.RabicAbrar,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,
74.75.76,ام,ان,لهيعه,ابن,فاخبرني,وهب,ابن,0257IbnCabdHakam.FutuhMisr,0783IbnHadida.MisbahMudi,0911Suyuti.HusnMuhadara,0736IbnDawadari.KanzDurar,,,,,,,,,,,
760.761.762.763.764,الرحمن,عبد,عن,حديثه,في,وهب,ابن,0257IbnCabdHakam.FutuhMisr,0733Nuwayri.NihayatArab,,,,,,,,,,,,,
1429.1430,الرحمن,عبد,بن,شريك,واخبرني,وهب,ابن,0257IbnCabdHakam.FutuhMisr,0725HasanCabbasi.AtharUwal,0911Suyuti.JamicKabir,,,,,,,,,,,,
568.569,وخمسين,ثمان,سنه,بمصر,توفي,يونس,ابن,0463IbnCabdBarr.IsticabFiMacrifatAshab,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,
66.67.68,فاخرجناهم,سبحانه,الله,قول,في,يونس,ابن,0257IbnCabdHakam.FutuhMisr,0347IbnYunusSadafi.Tarikh,0733Nuwayri.NihayatArab,,,,,,,,,,,,
558.559,ثم,المرادي,الحارث,بن,قيس,يونس,ابن,0347IbnYunusSadafi.Tarikh,0930IbnIyas.NuzhatUmam,0350MuhammadKindi.FadailMisr,,,,,,,,,,,,
1514,الكوفي,اليسع,بن,اسماعيل,وقدم,يونس,ابن,0347IbnYunusSadafi.Tarikh,,,,,,,,,,,,,,
699,يحيي,يا,المعتضد,لي,فقال,احمد,ابو,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,
1627.1628,علي,بن,زيد,رايت,السبيعي,اسحاق,ابو,0748Dhahabi.SiyarAclamNubala',0748Dhahabi.TadhhibTahdhib,0748Dhahabi.TarikhIslam',0571IbnCasakir.TarikhDimashq,,,,,,,,,,,
513.514,اما,المنهاج,كتاب,في,المخزومي,الحسن,ابو,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,,,,,,,,,,,,
666,في,المسعودي,الحسين,بن,علي,الحسن,ابو,0600PseudoMascudi.AkhbarZaman,0845Maqrizi.KhabarCanBashar,,,,,,,,,,,,,
310.311.312,حبيب,بن,محمد,بن,علي,الحسن,ابو,0224QasimIbnSallam.Amwal,0852IbnHajarCasqalani.JawabJalil,0450AbuHasanMawardi.AhkamSultaniyya,0450AbuHasanMawardi.HawiKabir',,,,,,,,,,,
217.218.219.220,تدريج,في,الوزير,بن,محمد,الحسن,ابو,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,0850ShihabDinIbshihi.Mustatraf,0613CaliIbnZafir.GharaibTanbihat,0528HakamIbnAbiSalt.Diwan,0681IbnKhallikan.WafayatAcyan,,,,,,,,,
697,بن,احمد,بن,الله,عبد,الحسين,ابو,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,
1315,عبيد,لبني,وخطب,دحيه,بن,الخطاب,ابو,0764IbnShakirKutubi.FawatWafayat,0764Safadi.WafiBiWafayat',0845Maqrizi.ItticazHunafa,,,,,,,,,,,,
1446,مذنا,وكان,مسلم,ابو,حدثني,الخير,ابو,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,,
46.47.700,في,البيروني,احمد,بن,محمد,الريحان,ابو,0845Maqrizi.KhabarCanBashar,0930IbnIyas.NuzhatUmam,0440AbuRayhanBiruni.AtharBaqiya,,,,,,,,,,,,
519.520,بها,يولد,كان,انه,الطبيب,السري,ابو,0487AbuCubaydBakri.MasalikWaMamalik,0600KatibMarrakushi.Istibsar,0900IbnCabdMuncimHimyari.RawdMictar,,,,,,,,,,,,
167,فاخلاط,مصر,ارض,سكان,واما,الصلت,ابو,0626YaqutHamawi.MucjamBuldan,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,
1270,في,الاصبهاني,الحسين,بن,علي,الفجر,ابو,0347IbnYunusSadafi.Tarikh,,,,,,,,,,,,,,
537,جعفر,بن,ثعلب,بن,جعفر,الفضل,ابو,0596IbnWasifShah.MukhtasarCajaibDunya,,,,,,,,,,,,,,
59.60.549,الله,عبد,بن,الرحمن,عبد,القاسم,ابو,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,
309,الله,عبد,بن,الرحمن,عبد,القسم,ابو,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,
64.65,الله,رسول,اصحاب,من,الغفاري,بصره,ابو,0460ShaykhTusi.Tibyan,0733Nuwayri.NihayatArab,0429AbuMansurThacalibi.Jawahir,0873AbuZaydThacalibi.JawahirHisan,,,,,,,,,,,
221.222,الفلاحه,كتاب,في,وحشيه,ابن,بكر,ابو,0613CaliIbnZafir.BadaicBadaih,0613CaliIbnZafir.BadaicBadaih',0613CaliIbnZafir.GharaibTanbihat,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,,,,,,,,,,
669,بن,علي,بن,احمد,بن,بكر,ابو,0310Tabari.TahdhibAthar,0310Tabari.Tarikh',,,,,,,,,,,,,
71,ذلك,ولم,عنه,الله,رضي,بكر,ابو,0733Nuwayri.NihayatArab,0911Suyuti.HusnMuhadara,,,,,,,,,,,,,
1627.1628,كما,علي,بن,زيد,شاهدت,حنيفه,ابو,0748Dhahabi.SiyarAclamNubala',0748Dhahabi.TadhhibTahdhib,0748Dhahabi.TarikhIslam',0571IbnCasakir.TarikhDimashq,,,,,,,,,,,
85,الزكاه,كتاب,في,السير,صاحب,داود,ابو,0749IbnFadlAllahCumari.MasalikAbsar,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,
1444.1445,سننه,في,والدارقطني,مراسيله,في,داود,ابو,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,,,,,,,,,,
66.67.68,من,النيل,بحافتي,الجنات,كانت,رهم,ابو,0257IbnCabdHakam.FutuhMisr,0347IbnYunusSadafi.Tarikh,0733Nuwayri.NihayatArab,,,,,,,,,,,,
27.28,طول,البلخي,سهل,بن,احمد,زيد,ابو,0733Nuwayri.NihayatArab,0845Maqrizi.KhabarCanBashar,0727ShamsDinDimashqi.NukhbatDahr,,,,,,,,,,,,
566.567,التي,الارض,وهذه,يونس,بن,سعيد,ابو,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,
1415,عمرو,مسجد,ادركت,الحميري,سلف,سعيد,ابو,0257IbnCabdHakam.FutuhMisr,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,
328,بن,احمد,بن,الرحمن,عبد,سعيد,ابو,0463KhatibBaghdadi.MuttafiqWaMuftariq,,,,,,,,,,,,,,
1415,جا,يونس,بن,الرحمن,عبد,سعيد,ابو,0257IbnCabdHakam.FutuhMisr,0821Qalqashandi.SubhAcsha,,,,,,,,,,,,,
298.299.300,خمسه,علي,للعباس,عمر,فرض,سلمه,ابو,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,0597IbnJawzi.Muntazam,0662HusaynIbnBadrDin.ShifaUwam,,,,,,,,,,,
309,في,سلام,بن,القاسم,الله,عبد,ابو,0930IbnIyas.NuzhatUmam,,,,,,,,,,,,,,
1165,النذر,صاحب,انا,لكتامه,الله,عبد,ابو,0630IbnAthirCizzDin.Kamil,,,,,,,,,,,,,,
638,الرحيم,عبد,بن,محمد,الله,عبد,ابو,0600PseudoMascudi.AkhbarZaman,0733Nuwayri.NihayatArab,,,,,,,,,,,,,
1427,بين,لاختلاف,البر,عبد,بن,عمر,ابو,0463IbnCabdBarr.IstidhkarJamic,,,,,,,,,,,,,,
1413,يعقوب,بن,يوسف,بن,محمد,عمر,ابو,0571IbnCasakir.TarikhDimashq,0975MuttaqiHindi.KanzCummal,,,,,,,,,,,,,
724.725,وقد,الامرا,كتاب,في,الكندي,عمرو,ابو,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
1515,عن,الموالي,كتاب,في,الكندي,عمرو,ابو,0350MuhammadKindi.WulatMisr,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,
1515,مصر,امرا,كتاب,في,الكندي,عمرو,ابو,0350MuhammadKindi.WulatMisr,0874IbnTaghribirdi.NujumZahira,,,,,,,,,,,,,
513.514,ذي,غزوه,سميت,وانما,الكندي,عمرو,ابو,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,0733Nuwayri.NihayatArab,,,,,,,,,,,,
492.493.494.495,ثلاثه,الاسكندريه,عمرو,وحاصر,الكندي,عمرو,ابو,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,0733Nuwayri.NihayatArab,,,,,,,,,,,,
289,حسن,كتاب,في,النابلسي,عثمان,عمرو,ابو,0845Maqrizi.ItticazHunafa,,,,,,,,,,,,,,
273,في,الكندي,يوسف,بن,محمد,عمرو,ابو,0257IbnCabdHakam.FutuhMisr,,,,,,,,,,,,,,
82.83.84,الفرات,بن,اسماعيل,بن,الحسن,محمد,ابو,0728IbnTaymiyya.JamicMasail,0930IbnIyas.NuzhatUmam,0649MuhammadIdrisi.Anwar,0646IbnQifti.IkhbarCulama,0646IbnQifti.TarikhHukama',,,,,,,,,,
64.65,في,عطيه,بن,الحق,عبد,محمد,ابو,0460ShaykhTusi.Tibyan,0733Nuwayri.NihayatArab,0429AbuMansurThacalibi.Jawahir,0873AbuZaydThacalibi.JawahirHisan,,,,,,,,,,,
56.446.447.448,في,هشام,بن,الملك,عبد,محمد,ابو,0487AbuCubaydBakri.MasalikWaMamalik,0596IbnWasifShah.MukhtasarCajaibDunya,0573NashwanHimyari.KhulasatSiyar,0845Maqrizi.KhabarCanBashar,0213IbnHisham.Tijan,,,,,,,,,,
