,Unnamed: 0.1,Unnamed: 0,uri,ms,origin,origin_prev_ms
3170,9,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0711IbnManzurIfriqi.LisanCarab.7417,True
3171,10,,0458IbnSidaMursi.MuhkamWaMuhit,1292,0711IbnManzurIfriqi.LisanCarab.7418,True
19,19,19.0,0588IbnMamun.AkhbarMisr,251,self,False
3186,0,,0588IbnMamun.AkhbarMisr,251,0588IbnMamun.AkhbarMisr.111,False
3187,1,,0588IbnMamun.AkhbarMisr,251,0588IbnMamun.AkhbarMisr.110,True
20,20,20.0,0588IbnMamun.AkhbarMisr,252,self,False
993,0,,0588IbnMamun.AkhbarMisr,252,0588IbnMamun.AkhbarMisr.111,False
994,1,,0588IbnMamun.AkhbarMisr,252,0588IbnMamun.AkhbarMisr.110,True
21,21,21.0,0588IbnMamun.AkhbarMisr,484,self,False
2817,0,,0588IbnMamun.AkhbarMisr,484,0588IbnMamun.AkhbarMisr.16,False
2820,3,,0588IbnMamun.AkhbarMisr,484,0930IbnIyas.NuzhatUmam.176,False
2822,5,,0588IbnMamun.AkhbarMisr,484,0588IbnMamun.AkhbarMisr.15,True
2826,9,,0588IbnMamun.AkhbarMisr,484,0930IbnIyas.NuzhatUmam.176,True
22,22,22.0,0588IbnMamun.AkhbarMisr,485,self,False
4132,0,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.16,False
4133,1,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.17,False
4134,2,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.15,True
4135,3,,0588IbnMamun.AkhbarMisr,485,0588IbnMamun.AkhbarMisr.16,True
23,23,23.0,0588IbnMamun.AkhbarMisr,606,self,False
1120,0,,0588IbnMamun.AkhbarMisr,606,0588IbnMamun.AkhbarMisr.68,False
1121,1,,0588IbnMamun.AkhbarMisr,606,0588IbnMamun.AkhbarMisr.67,True
25,25,25.0,0588IbnMamun.AkhbarMisr,613,self,False
3435,0,,0588IbnMamun.AkhbarMisr,613,0588IbnMamun.AkhbarMisr.70,False
3437,2,,0588IbnMamun.AkhbarMisr,613,0930IbnIyas.NuzhatUmam.217,False
32,32,32.0,0588IbnMamun.AkhbarMisr,903,self,False
3324,0,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.75,False
3325,1,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.107,False
3327,3,,0588IbnMamun.AkhbarMisr,903,0845Maqrizi.MusawwadatMawaciz.308,False
3329,5,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.74,True
3330,6,,0588IbnMamun.AkhbarMisr,903,0588IbnMamun.AkhbarMisr.106,True
631,631,680.0,0617IbnTuwayr.NuzhatMuqlatayn,903,self,False
3326,2,,0617IbnTuwayr.NuzhatMuqlatayn,903,0617IbnTuwayr.NuzhatMuqlatayn.141,False
3328,4,,0617IbnTuwayr.NuzhatMuqlatayn,903,0845Maqrizi.MusawwadatMawaciz.308,False
33,33,33.0,0588IbnMamun.AkhbarMisr,904,self,False
3926,0,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.75,False
3927,1,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.76,False
3928,2,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.70,True
3929,3,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.74,True
3930,4,,0588IbnMamun.AkhbarMisr,904,0588IbnMamun.AkhbarMisr.75,True
633,633,682.0,0617IbnTuwayr.NuzhatMuqlatayn,907,self,False
2838,0,,0617IbnTuwayr.NuzhatMuqlatayn,907,0617IbnTuwayr.NuzhatMuqlatayn.141,False
2839,1,,0617IbnTuwayr.NuzhatMuqlatayn,907,0821Qalqashandi.SubhAcsha.1031,False
2840,2,,0617IbnTuwayr.NuzhatMuqlatayn,907,0617IbnTuwayr.NuzhatMuqlatayn.141,True
40,40,40.0,0588IbnMamun.AkhbarMisr,925,self,False
1925,0,,0588IbnMamun.AkhbarMisr,925,0588IbnMamun.AkhbarMisr.53,False
1927,2,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.207,False
1928,3,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.209,False
1931,6,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.207,True
1932,7,,0588IbnMamun.AkhbarMisr,925,0845Maqrizi.MusawwadatMawaciz.254,True
41,41,41.0,0588IbnMamun.AkhbarMisr,926,self,False
1253,0,,0588IbnMamun.AkhbarMisr,926,0588IbnMamun.AkhbarMisr.53,False
1254,1,,0588IbnMamun.AkhbarMisr,926,0588IbnMamun.AkhbarMisr.53,True
1255,2,,0588IbnMamun.AkhbarMisr,926,0845Maqrizi.MusawwadatMawaciz.254,True
46,46,46.0,0588IbnMamun.AkhbarMisr,931,self,False
2959,0,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.60,False
2960,1,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.87,False
2961,2,,0588IbnMamun.AkhbarMisr,931,0588IbnMamun.AkhbarMisr.86,True
2962,3,,0588IbnMamun.AkhbarMisr,931,0845Maqrizi.MusawwadatMawaciz.254,True
47,47,47.0,0588IbnMamun.AkhbarMisr,932,self,False
1495,0,,0588IbnMamun.AkhbarMisr,932,0588IbnMamun.AkhbarMisr.60,False
1496,1,,0588IbnMamun.AkhbarMisr,932,0588IbnMamun.AkhbarMisr.79,False
49,49,49.0,0588IbnMamun.AkhbarMisr,947,self,False
2667,0,,0588IbnMamun.AkhbarMisr,947,0588IbnMamun.AkhbarMisr.96,False
2669,2,,0588IbnMamun.AkhbarMisr,947,0692IbnCabdZahir.RawdaBahiyya.50,False
2670,3,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.210,False
2671,4,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.212,False
2673,6,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.Muqaffa.2752,True
2676,9,,0588IbnMamun.AkhbarMisr,947,0845Maqrizi.MusawwadatMawaciz.209,True
646,646,695.0,0617IbnTuwayr.NuzhatMuqlatayn,947,self,False
2668,1,,0617IbnTuwayr.NuzhatMuqlatayn,947,0617IbnTuwayr.NuzhatMuqlatayn.184,False
2672,5,,0617IbnTuwayr.NuzhatMuqlatayn,947,0845Maqrizi.MusawwadatMawaciz.210,False
50,50,50.0,0588IbnMamun.AkhbarMisr,948,self,False
1717,0,,0588IbnMamun.AkhbarMisr,948,0588IbnMamun.AkhbarMisr.96,False
1718,1,,0588IbnMamun.AkhbarMisr,948,0588IbnMamun.AkhbarMisr.96,True
1719,2,,0588IbnMamun.AkhbarMisr,948,0845Maqrizi.Muqaffa.2752,True
1720,3,,0588IbnMamun.AkhbarMisr,948,0845Maqrizi.MusawwadatMawaciz.212,True
53,53,53.0,0588IbnMamun.AkhbarMisr,951,self,False
910,0,,0588IbnMamun.AkhbarMisr,951,0588IbnMamun.AkhbarMisr.100,False
911,1,,0588IbnMamun.AkhbarMisr,951,0692IbnCabdZahir.RawdaBahiyya.50,False
913,3,,0588IbnMamun.AkhbarMisr,951,0845Maqrizi.MusawwadatMawaciz.212,False
54,54,54.0,0588IbnMamun.AkhbarMisr,952,self,False
1763,0,,0588IbnMamun.AkhbarMisr,952,0588IbnMamun.AkhbarMisr.101,False
1767,4,,0588IbnMamun.AkhbarMisr,952,0845Maqrizi.MusawwadatMawaciz.209,False
1768,5,,0588IbnMamun.AkhbarMisr,952,0588IbnMamun.AkhbarMisr.100,True
1771,8,,0588IbnMamun.AkhbarMisr,952,0845Maqrizi.MusawwadatMawaciz.210,True
647,647,696.0,0617IbnTuwayr.NuzhatMuqlatayn,952,self,False
1764,1,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.192,False
1769,6,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.191,True
1770,7,,0617IbnTuwayr.NuzhatMuqlatayn,952,0617IbnTuwayr.NuzhatMuqlatayn.192,True
1772,9,,0617IbnTuwayr.NuzhatMuqlatayn,952,0845Maqrizi.MusawwadatMawaciz.210,True
55,55,55.0,0588IbnMamun.AkhbarMisr,971,self,False
3555,0,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.17,False
3556,1,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.38,False
3560,5,,0588IbnMamun.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,False
3561,6,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.16,True
3562,7,,0588IbnMamun.AkhbarMisr,971,0588IbnMamun.AkhbarMisr.17,True
3566,11,,0588IbnMamun.AkhbarMisr,971,0845Maqrizi.MusawwadatMawaciz.330,True
56,56,56.0,0588IbnMamun.AkhbarMisr,972,self,False
3024,1,,0588IbnMamun.AkhbarMisr,972,0588IbnMamun.AkhbarMisr.63,True
3027,4,,0588IbnMamun.AkhbarMisr,972,0845Maqrizi.MusawwadatMawaciz.330,True
58,58,58.0,0588IbnMamun.AkhbarMisr,974,self,False
3757,0,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.39,False
3758,1,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.65,False
3759,2,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.67,False
3760,3,,0588IbnMamun.AkhbarMisr,974,0588IbnMamun.AkhbarMisr.38,True
60,60,60.0,0588IbnMamun.AkhbarMisr,982,self,False
1002,0,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.29,False
1003,1,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.Muqaffa.2752,False
1005,3,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.222,False
1006,4,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.225,False
1007,5,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.252,False
1009,7,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.28,True
1010,8,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.29,True
1011,9,,0588IbnMamun.AkhbarMisr,982,0588IbnMamun.AkhbarMisr.43,True
1012,10,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.Muqaffa.2751,True
1013,11,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.Muqaffa.2752,True
1016,14,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.222,True
1017,15,,0588IbnMamun.AkhbarMisr,982,0845Maqrizi.MusawwadatMawaciz.251,True
61,61,61.0,0588IbnMamun.AkhbarMisr,983,self,False
3036,0,,0588IbnMamun.AkhbarMisr,983,0588IbnMamun.AkhbarMisr.46,False
3039,3,,0588IbnMamun.AkhbarMisr,983,0845Maqrizi.MusawwadatMawaciz.222,True
63,63,63.0,0588IbnMamun.AkhbarMisr,993,self,False
2499,0,,0588IbnMamun.AkhbarMisr,993,0588IbnMamun.AkhbarMisr.25,False
2500,1,,0588IbnMamun.AkhbarMisr,993,0845Maqrizi.Muqaffa.2751,False
2501,2,,0588IbnMamun.AkhbarMisr,993,0845Maqrizi.MusawwadatMawaciz.288,False
2503,4,,0588IbnMamun.AkhbarMisr,993,0845Maqrizi.MusawwadatMawaciz.288,True
64,64,64.0,0588IbnMamun.AkhbarMisr,994,self,False
3885,0,,0588IbnMamun.AkhbarMisr,994,0588IbnMamun.AkhbarMisr.25,False
3886,1,,0588IbnMamun.AkhbarMisr,994,0588IbnMamun.AkhbarMisr.26,False
3887,2,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.ItticazHunafa.446,False
3888,3,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.Muqaffa.2751,False
3889,4,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.Muqaffa.2752,False
3890,5,,0588IbnMamun.AkhbarMisr,994,0588IbnMamun.AkhbarMisr.25,True
3891,6,,0588IbnMamun.AkhbarMisr,994,0845Maqrizi.Muqaffa.2751,True
65,65,65.0,0588IbnMamun.AkhbarMisr,995,self,False
2851,0,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.26,False
2852,1,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.27,False
2853,2,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.ItticazHunafa.446,False
2854,3,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.Muqaffa.2752,False
2856,5,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.25,True
2857,6,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.26,True
2858,7,,0588IbnMamun.AkhbarMisr,995,0588IbnMamun.AkhbarMisr.29,True
2859,8,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.Muqaffa.2751,True
2860,9,,0588IbnMamun.AkhbarMisr,995,0845Maqrizi.MusawwadatMawaciz.288,True
66,66,66.0,0588IbnMamun.AkhbarMisr,996,self,False
2608,0,,0588IbnMamun.AkhbarMisr,996,0588IbnMamun.AkhbarMisr.32,False
2609,1,,0588IbnMamun.AkhbarMisr,996,0845Maqrizi.MusawwadatMawaciz.291,False
67,67,67.0,0588IbnMamun.AkhbarMisr,997,self,False
1561,0,,0588IbnMamun.AkhbarMisr,997,0588IbnMamun.AkhbarMisr.86,False
1562,1,,0588IbnMamun.AkhbarMisr,997,0588IbnMamun.AkhbarMisr.87,False
1564,3,,0588IbnMamun.AkhbarMisr,997,0588IbnMamun.AkhbarMisr.86,True
1565,4,,0588IbnMamun.AkhbarMisr,997,0845Maqrizi.MusawwadatMawaciz.291,True
69,69,69.0,0588IbnMamun.AkhbarMisr,999,self,False
2544,0,,0588IbnMamun.AkhbarMisr,999,0588IbnMamun.AkhbarMisr.102,False
2547,3,,0588IbnMamun.AkhbarMisr,999,0845Maqrizi.MusawwadatMawaciz.294,False
2550,6,,0588IbnMamun.AkhbarMisr,999,0588IbnMamun.AkhbarMisr.101,True
2552,8,,0588IbnMamun.AkhbarMisr,999,0845Maqrizi.MusawwadatMawaciz.291,True
2553,9,,0588IbnMamun.AkhbarMisr,999,0845Maqrizi.MusawwadatMawaciz.294,True
329,329,363.0,0692IbnCabdZahir.RawdaBahiyya,999,self,False
2545,1,,0692IbnCabdZahir.RawdaBahiyya,999,0845Maqrizi.MusawwadatMawaciz.292,False
2546,2,,0692IbnCabdZahir.RawdaBahiyya,999,0845Maqrizi.MusawwadatMawaciz.295,False
2551,7,,0692IbnCabdZahir.RawdaBahiyya,999,0845Maqrizi.MusawwadatMawaciz.292,True
71,71,71.0,0588IbnMamun.AkhbarMisr,1003,self,False
3273,0,,0588IbnMamun.AkhbarMisr,1003,0588IbnMamun.AkhbarMisr.63,False
3274,1,,0588IbnMamun.AkhbarMisr,1003,0692IbnCabdZahir.RawdaBahiyya.42,False
3275,2,,0588IbnMamun.AkhbarMisr,1003,0845Maqrizi.MusawwadatMawaciz.297,False
3276,3,,0588IbnMamun.AkhbarMisr,1003,0845Maqrizi.MusawwadatMawaciz.320,False
3277,4,,0588IbnMamun.AkhbarMisr,1003,0588IbnMamun.AkhbarMisr.62,True
3279,6,,0588IbnMamun.AkhbarMisr,1003,0845Maqrizi.MusawwadatMawaciz.319,True
72,72,72.0,0588IbnMamun.AkhbarMisr,1004,self,False
2221,0,,0588IbnMamun.AkhbarMisr,1004,0588IbnMamun.AkhbarMisr.63,False
2222,1,,0588IbnMamun.AkhbarMisr,1004,0845Maqrizi.MusawwadatMawaciz.297,False
2223,2,,0588IbnMamun.AkhbarMisr,1004,0588IbnMamun.AkhbarMisr.62,True
2224,3,,0588IbnMamun.AkhbarMisr,1004,0588IbnMamun.AkhbarMisr.63,True
2226,5,,0588IbnMamun.AkhbarMisr,1004,0845Maqrizi.MusawwadatMawaciz.297,True
663,663,712.0,0617IbnTuwayr.NuzhatMuqlatayn,1004,self,False
2225,4,,0617IbnTuwayr.NuzhatMuqlatayn,1004,0617IbnTuwayr.NuzhatMuqlatayn.196,True
2227,6,,0617IbnTuwayr.NuzhatMuqlatayn,1004,0845Maqrizi.MusawwadatMawaciz.296,True
73,73,73.0,0588IbnMamun.AkhbarMisr,1013,self,False
3093,0,,0588IbnMamun.AkhbarMisr,1013,0588IbnMamun.AkhbarMisr.101,False
3095,2,,0588IbnMamun.AkhbarMisr,1013,0845Maqrizi.MusawwadatMawaciz.300,False
3097,4,,0588IbnMamun.AkhbarMisr,1013,0588IbnMamun.AkhbarMisr.100,True
672,672,721.0,0617IbnTuwayr.NuzhatMuqlatayn,1013,self,False
3096,3,,0617IbnTuwayr.NuzhatMuqlatayn,1013,0845Maqrizi.MusawwadatMawaciz.296,False
3098,5,,0617IbnTuwayr.NuzhatMuqlatayn,1013,0821Qalqashandi.SubhAcsha.1042,True
74,74,74.0,0588IbnMamun.AkhbarMisr,1014,self,False
3497,0,,0588IbnMamun.AkhbarMisr,1014,0588IbnMamun.AkhbarMisr.43,False
3498,1,,0588IbnMamun.AkhbarMisr,1014,0588IbnMamun.AkhbarMisr.101,False
3503,6,,0588IbnMamun.AkhbarMisr,1014,0845Maqrizi.MusawwadatMawaciz.300,False
3504,7,,0588IbnMamun.AkhbarMisr,1014,0588IbnMamun.AkhbarMisr.100,True
333,333,367.0,0692IbnCabdZahir.RawdaBahiyya,1014,self,False
3501,4,,0692IbnCabdZahir.RawdaBahiyya,1014,0845Maqrizi.MusawwadatMawaciz.300,False
3505,8,,0692IbnCabdZahir.RawdaBahiyya,1014,0845Maqrizi.MusawwadatMawaciz.227,True
750,750,799.0,0387IbnZulaq,1014,self,False
3499,2,,0387IbnZulaq,1014,0677IbnMuyassar.AkhbarMisr.90,False
3500,3,,0387IbnZulaq,1014,0845Maqrizi.ItticazHunafa.79,False
3502,5,,0387IbnZulaq,1014,0845Maqrizi.MusawwadatMawaciz.228,False
75,75,75.0,0588IbnMamun.AkhbarMisr,1016,self,False
2714,0,,0588IbnMamun.AkhbarMisr,1016,0588IbnMamun.AkhbarMisr.27,False
2715,1,,0588IbnMamun.AkhbarMisr,1016,0588IbnMamun.AkhbarMisr.28,False
2716,2,,0588IbnMamun.AkhbarMisr,1016,0588IbnMamun.AkhbarMisr.29,False
2717,3,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.Muqaffa.2752,False
2719,5,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.222,False
2720,6,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.229,False
2721,7,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.230,False
2722,8,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.251,False
2723,9,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.252,False
2724,10,,0588IbnMamun.AkhbarMisr,1016,0588IbnMamun.AkhbarMisr.26,True
2725,11,,0588IbnMamun.AkhbarMisr,1016,0588IbnMamun.AkhbarMisr.27,True
2726,12,,0588IbnMamun.AkhbarMisr,1016,0588IbnMamun.AkhbarMisr.28,True
2727,13,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.Muqaffa.2751,True
2729,15,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.229,True
2730,16,,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.251,True
76,76,76.0,0588IbnMamun.AkhbarMisr,1017,self,False
2692,0,,0588IbnMamun.AkhbarMisr,1017,0588IbnMamun.AkhbarMisr.89,False
2693,1,,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.254,False
2694,2,,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.254,True
77,77,77.0,0588IbnMamun.AkhbarMisr,1018,self,False
2760,0,,0588IbnMamun.AkhbarMisr,1018,0588IbnMamun.AkhbarMisr.91,False
2761,1,,0588IbnMamun.AkhbarMisr,1018,0588IbnMamun.AkhbarMisr.89,True
78,78,78.0,0588IbnMamun.AkhbarMisr,1019,self,False
4017,0,,0588IbnMamun.AkhbarMisr,1019,0588IbnMamun.AkhbarMisr.91,False
4018,1,,0588IbnMamun.AkhbarMisr,1019,0845Maqrizi.MusawwadatMawaciz.265,False
4019,2,,0588IbnMamun.AkhbarMisr,1019,0588IbnMamun.AkhbarMisr.91,True
4020,3,,0588IbnMamun.AkhbarMisr,1019,0845Maqrizi.MusawwadatMawaciz.265,True
79,79,79.0,0588IbnMamun.AkhbarMisr,1020,self,False
2888,0,,0588IbnMamun.AkhbarMisr,1020,0845Maqrizi.MusawwadatMawaciz.230,False
2889,1,,0588IbnMamun.AkhbarMisr,1020,0588IbnMamun.AkhbarMisr.91,True
2890,2,,0588IbnMamun.AkhbarMisr,1020,0845Maqrizi.MusawwadatMawaciz.229,True
2891,3,,0588IbnMamun.AkhbarMisr,1020,0845Maqrizi.MusawwadatMawaciz.265,True
84,84,84.0,0588IbnMamun.AkhbarMisr,1032,self,False
1434,0,,0588IbnMamun.AkhbarMisr,1032,0588IbnMamun.AkhbarMisr.48,False
1435,1,,0588IbnMamun.AkhbarMisr,1032,0845Maqrizi.MusawwadatMawaciz.320,False
1436,2,,0588IbnMamun.AkhbarMisr,1032,0588IbnMamun.AkhbarMisr.48,True
1438,4,,0588IbnMamun.AkhbarMisr,1032,0845Maqrizi.MusawwadatMawaciz.319,True
1439,5,,0588IbnMamun.AkhbarMisr,1032,0845Maqrizi.MusawwadatMawaciz.320,True
85,85,85.0,0588IbnMamun.AkhbarMisr,1033,self,False
1372,0,,0588IbnMamun.AkhbarMisr,1033,0588IbnMamun.AkhbarMisr.48,True
1373,1,,0588IbnMamun.AkhbarMisr,1033,0845Maqrizi.MusawwadatMawaciz.320,True
87,87,87.0,0588IbnMamun.AkhbarMisr,1035,self,False
3152,0,,0588IbnMamun.AkhbarMisr,1035,0588IbnMamun.AkhbarMisr.51,False
3153,1,,0588IbnMamun.AkhbarMisr,1035,0692IbnCabdZahir.RawdaBahiyya.42,False
3155,3,,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.319,False
3156,4,,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.320,False
3158,6,,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.319,True
89,89,89.0,0588IbnMamun.AkhbarMisr,1045,self,False
1387,0,,0588IbnMamun.AkhbarMisr,1045,0588IbnMamun.AkhbarMisr.101,False
