,Unnamed: 0,uri,ms,origin,origin_prev_ms
1265,1,0230IbnSacd.TabaqatKubra,63,0728IbnTaymiyya.JawabSahih.67,False
1272,8,0230IbnSacd.TabaqatKubra,63,0597IbnJawzi.Muntazam.741,True
1273,9,0230IbnSacd.TabaqatKubra,63,0728IbnTaymiyya.JawabSahih.68,True
1266,2,0209AbuCubayda,63,0734IbnSayyidNas.CuyunAthar.678,False
1270,6,0209AbuCubayda,63,0966HusaynDiyarbakri.TarikhKhamis.548,False
33,33,0257IbnCabdHakam.FutuhMisr,64,self,False
1730,0,0257IbnCabdHakam.FutuhMisr,64,0783IbnHadida.MisbahMudi.201,False
1731,1,0257IbnCabdHakam.FutuhMisr,64,0783IbnHadida.MisbahMudi.202,False
1732,2,0257IbnCabdHakam.FutuhMisr,64,0911Suyuti.HusnMuhadara.66,False
1733,3,0257IbnCabdHakam.FutuhMisr,64,0911Suyuti.HusnMuhadara.67,False
1734,4,0257IbnCabdHakam.FutuhMisr,64,0783IbnHadida.MisbahMudi.202,True
1735,5,0257IbnCabdHakam.FutuhMisr,64,0783IbnHadida.MisbahMudi.203,True
1736,6,0257IbnCabdHakam.FutuhMisr,64,0911Suyuti.HusnMuhadara.67,True
1737,7,0257IbnCabdHakam.FutuhMisr,64,0911Suyuti.HusnMuhadara.68,True
34,34,0257IbnCabdHakam.FutuhMisr,65,self,False
1382,0,0257IbnCabdHakam.FutuhMisr,65,0783IbnHadida.MisbahMudi.204,False
35,35,0257IbnCabdHakam.FutuhMisr,83,self,False
717,0,0257IbnCabdHakam.FutuhMisr,83,0911Suyuti.HusnMuhadara.30,False
718,1,0257IbnCabdHakam.FutuhMisr,83,0911Suyuti.HusnMuhadara.31,True
36,36,0257IbnCabdHakam.FutuhMisr,84,self,False
861,0,0257IbnCabdHakam.FutuhMisr,84,0911Suyuti.HusnMuhadara.30,False
862,1,0257IbnCabdHakam.FutuhMisr,84,0930IbnIyas.NuzhatUmam.170,False
864,3,0257IbnCabdHakam.FutuhMisr,84,0911Suyuti.HusnMuhadara.31,True
37,37,0257IbnCabdHakam.FutuhMisr,85,self,False
1191,0,0257IbnCabdHakam.FutuhMisr,85,0911Suyuti.HusnMuhadara.31,False
1192,1,0257IbnCabdHakam.FutuhMisr,85,0911Suyuti.HusnMuhadara.32,True
38,38,0257IbnCabdHakam.FutuhMisr,86,self,False
1549,1,0257IbnCabdHakam.FutuhMisr,86,0911Suyuti.HusnMuhadara.31,False
1550,2,0257IbnCabdHakam.FutuhMisr,86,0911Suyuti.HusnMuhadara.32,False
1551,3,0257IbnCabdHakam.FutuhMisr,86,0911Suyuti.HusnMuhadara.33,False
1553,5,0257IbnCabdHakam.FutuhMisr,86,0911Suyuti.HusnMuhadara.32,True
1554,6,0257IbnCabdHakam.FutuhMisr,86,0911Suyuti.HusnMuhadara.33,True
1555,7,0257IbnCabdHakam.FutuhMisr,86,0911Suyuti.HusnMuhadara.34,True
1548,0,0454Qudaci,86,0821Qalqashandi.SubhAcsha.908,False
1552,4,0454Qudaci,86,0821Qalqashandi.SubhAcsha.909,True
39,39,0257IbnCabdHakam.FutuhMisr,110,self,False
1292,0,0257IbnCabdHakam.FutuhMisr,110,0911Suyuti.HusnMuhadara.31,False
1293,1,0257IbnCabdHakam.FutuhMisr,110,0911Suyuti.HusnMuhadara.32,True
40,40,0257IbnCabdHakam.FutuhMisr,129,self,False
1036,2,0257IbnCabdHakam.FutuhMisr,129,0930IbnIyas.NuzhatUmam.69,True
41,41,0257IbnCabdHakam.FutuhMisr,130,self,False
855,2,0257IbnCabdHakam.FutuhMisr,130,0930IbnIyas.NuzhatUmam.69,False
858,5,0257IbnCabdHakam.FutuhMisr,130,0930IbnIyas.NuzhatUmam.69,True
859,6,0257IbnCabdHakam.FutuhMisr,130,0930IbnIyas.NuzhatUmam.70,True
853,0,0454Qudaci,130,0821Qalqashandi.SubhAcsha.887,False
854,1,0454Qudaci,130,0930IbnIyas.NuzhatUmam.68,False
856,3,0454Qudaci,130,0821Qalqashandi.SubhAcsha.888,True
42,42,0257IbnCabdHakam.FutuhMisr,131,self,False
478,0,0257IbnCabdHakam.FutuhMisr,131,0634AbuRabicHimyari.Iktifa.1007,False
480,2,0257IbnCabdHakam.FutuhMisr,131,0874IbnTaghribirdi.NujumZahira.26,False
481,3,0257IbnCabdHakam.FutuhMisr,131,0911Suyuti.HusnMuhadara.652,False
484,6,0257IbnCabdHakam.FutuhMisr,131,0930IbnIyas.BadaicZuhur.88,False
485,7,0257IbnCabdHakam.FutuhMisr,131,0930IbnIyas.BadaicZuhur.89,False
487,9,0257IbnCabdHakam.FutuhMisr,131,0930IbnIyas.NuzhatUmam.69,False
488,10,0257IbnCabdHakam.FutuhMisr,131,0930IbnIyas.NuzhatUmam.70,False
490,12,0257IbnCabdHakam.FutuhMisr,131,0634AbuRabicHimyari.Iktifa.1007,True
491,13,0257IbnCabdHakam.FutuhMisr,131,0634AbuRabicHimyari.Iktifa.1008,True
492,14,0257IbnCabdHakam.FutuhMisr,131,0874IbnTaghribirdi.NujumZahira.27,True
493,15,0257IbnCabdHakam.FutuhMisr,131,0911Suyuti.HusnMuhadara.653,True
496,18,0257IbnCabdHakam.FutuhMisr,131,0930IbnIyas.BadaicZuhur.89,True
499,21,0257IbnCabdHakam.FutuhMisr,131,0930IbnIyas.NuzhatUmam.70,True
479,1,0454Qudaci,131,0682ZakariyaQazwini.AtharBilad.202,False
498,20,0454Qudaci,131,0930IbnIyas.NuzhatUmam.71,True
483,5,0209AbuCubayda,131,0911Suyuti.JamicKabir.3136,False
494,16,0209AbuCubayda,131,0911Suyuti.JamicKabir.3136,True
495,17,0209AbuCubayda,131,0911Suyuti.JamicKabir.3137,True
43,43,0257IbnCabdHakam.FutuhMisr,132,self,False
1135,1,0257IbnCabdHakam.FutuhMisr,132,0911Suyuti.HusnMuhadara.652,False
1136,2,0257IbnCabdHakam.FutuhMisr,132,0911Suyuti.HusnMuhadara.653,False
1139,5,0257IbnCabdHakam.FutuhMisr,132,0930IbnIyas.NuzhatUmam.70,False
1140,6,0257IbnCabdHakam.FutuhMisr,132,0911Suyuti.HusnMuhadara.653,True
1134,0,0454Qudaci,132,0821Qalqashandi.SubhAcsha.888,False
1138,4,0454Qudaci,132,0930IbnIyas.NuzhatUmam.71,False
1142,8,0454Qudaci,132,0930IbnIyas.NuzhatUmam.71,True
44,44,0257IbnCabdHakam.FutuhMisr,158,self,False
1407,0,0257IbnCabdHakam.FutuhMisr,158,0930IbnIyas.NuzhatUmam.93,False
1410,3,0257IbnCabdHakam.FutuhMisr,158,0930IbnIyas.NuzhatUmam.93,True
1411,4,0257IbnCabdHakam.FutuhMisr,158,0930IbnIyas.NuzhatUmam.94,True
45,45,0257IbnCabdHakam.FutuhMisr,160,self,False
1640,0,0257IbnCabdHakam.FutuhMisr,160,0626YaqutHamawi.MucjamBuldan.1696,False
1641,1,0257IbnCabdHakam.FutuhMisr,160,0911Suyuti.HusnMuhadara.27,False
1642,2,0257IbnCabdHakam.FutuhMisr,160,0911Suyuti.HusnMuhadara.28,False
1643,3,0257IbnCabdHakam.FutuhMisr,160,0930IbnIyas.NuzhatUmam.94,False
1644,4,0257IbnCabdHakam.FutuhMisr,160,0930IbnIyas.NuzhatUmam.95,False
1645,5,0257IbnCabdHakam.FutuhMisr,160,0911Suyuti.HusnMuhadara.28,True
1646,6,0257IbnCabdHakam.FutuhMisr,160,0911Suyuti.HusnMuhadara.29,True
1647,7,0257IbnCabdHakam.FutuhMisr,160,0930IbnIyas.NuzhatUmam.95,True
46,46,0257IbnCabdHakam.FutuhMisr,167,self,False
1463,1,0257IbnCabdHakam.FutuhMisr,167,0911Suyuti.HusnMuhadara.99,False
1464,2,0257IbnCabdHakam.FutuhMisr,167,0911Suyuti.HusnMuhadara.100,True
47,47,0257IbnCabdHakam.FutuhMisr,168,self,False
576,0,0257IbnCabdHakam.FutuhMisr,168,0911Suyuti.HusnMuhadara.28,False
577,1,0257IbnCabdHakam.FutuhMisr,168,0911Suyuti.HusnMuhadara.29,True
48,48,0257IbnCabdHakam.FutuhMisr,169,self,False
1707,0,0257IbnCabdHakam.FutuhMisr,169,0911Suyuti.HusnMuhadara.101,False
1708,1,0257IbnCabdHakam.FutuhMisr,169,0911Suyuti.HusnMuhadara.102,False
1710,3,0257IbnCabdHakam.FutuhMisr,169,0911Suyuti.HusnMuhadara.102,True
1711,4,0257IbnCabdHakam.FutuhMisr,169,0911Suyuti.HusnMuhadara.103,True
49,49,0257IbnCabdHakam.FutuhMisr,172,self,False
50,50,0257IbnCabdHakam.FutuhMisr,173,self,False
1341,1,0257IbnCabdHakam.FutuhMisr,173,0634AbuRabicHimyari.Iktifa.987,False
1342,2,0257IbnCabdHakam.FutuhMisr,173,0634AbuRabicHimyari.Iktifa.997,False
1343,3,0257IbnCabdHakam.FutuhMisr,173,0634AbuRabicHimyari.Iktifa.998,False
1344,4,0257IbnCabdHakam.FutuhMisr,173,0911Suyuti.HusnMuhadara.84,False
1345,5,0257IbnCabdHakam.FutuhMisr,173,0911Suyuti.HusnMuhadara.85,False
1346,6,0257IbnCabdHakam.FutuhMisr,173,0911Suyuti.HusnMuhadara.98,False
1347,7,0257IbnCabdHakam.FutuhMisr,173,0911Suyuti.HusnMuhadara.380,False
1349,9,0257IbnCabdHakam.FutuhMisr,173,0634AbuRabicHimyari.Iktifa.988,True
1350,10,0257IbnCabdHakam.FutuhMisr,173,0634AbuRabicHimyari.Iktifa.998,True
1352,12,0257IbnCabdHakam.FutuhMisr,173,0874IbnTaghribirdi.NujumZahira.15,True
1353,13,0257IbnCabdHakam.FutuhMisr,173,0911Suyuti.HusnMuhadara.85,True
1354,14,0257IbnCabdHakam.FutuhMisr,173,0911Suyuti.HusnMuhadara.86,True
1355,15,0257IbnCabdHakam.FutuhMisr,173,0911Suyuti.HusnMuhadara.99,True
51,51,0257IbnCabdHakam.FutuhMisr,174,self,False
469,0,0257IbnCabdHakam.FutuhMisr,174,0911Suyuti.HusnMuhadara.98,False
470,1,0257IbnCabdHakam.FutuhMisr,174,0911Suyuti.HusnMuhadara.99,False
471,2,0257IbnCabdHakam.FutuhMisr,174,0911Suyuti.HusnMuhadara.99,True
472,3,0257IbnCabdHakam.FutuhMisr,174,0911Suyuti.HusnMuhadara.100,True
52,52,0257IbnCabdHakam.FutuhMisr,175,self,False
985,1,0257IbnCabdHakam.FutuhMisr,175,0634AbuRabicHimyari.Iktifa.1010,False
986,2,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.99,False
987,3,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.108,False
988,4,0257IbnCabdHakam.FutuhMisr,175,0634AbuRabicHimyari.Iktifa.1011,True
989,5,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.100,True
990,6,0257IbnCabdHakam.FutuhMisr,175,0911Suyuti.HusnMuhadara.109,True
53,53,0257IbnCabdHakam.FutuhMisr,176,self,False
54,54,0257IbnCabdHakam.FutuhMisr,177,self,False
413,0,0257IbnCabdHakam.FutuhMisr,177,0911Suyuti.HusnMuhadara.99,False
414,1,0257IbnCabdHakam.FutuhMisr,177,0911Suyuti.HusnMuhadara.100,False
415,2,0257IbnCabdHakam.FutuhMisr,177,0911Suyuti.HusnMuhadara.100,True
416,3,0257IbnCabdHakam.FutuhMisr,177,0911Suyuti.HusnMuhadara.101,True
55,55,0257IbnCabdHakam.FutuhMisr,178,self,False
588,0,0257IbnCabdHakam.FutuhMisr,178,0911Suyuti.HusnMuhadara.100,False
589,1,0257IbnCabdHakam.FutuhMisr,178,0911Suyuti.HusnMuhadara.101,False
590,2,0257IbnCabdHakam.FutuhMisr,178,0911Suyuti.HusnMuhadara.101,True
591,3,0257IbnCabdHakam.FutuhMisr,178,0911Suyuti.HusnMuhadara.102,True
56,56,0257IbnCabdHakam.FutuhMisr,179,self,False
350,0,0257IbnCabdHakam.FutuhMisr,179,0911Suyuti.HusnMuhadara.100,False
351,1,0257IbnCabdHakam.FutuhMisr,179,0911Suyuti.HusnMuhadara.101,False
352,2,0257IbnCabdHakam.FutuhMisr,179,0911Suyuti.HusnMuhadara.102,False
353,3,0257IbnCabdHakam.FutuhMisr,179,0911Suyuti.HusnMuhadara.101,True
354,4,0257IbnCabdHakam.FutuhMisr,179,0911Suyuti.HusnMuhadara.102,True
355,5,0257IbnCabdHakam.FutuhMisr,179,0911Suyuti.HusnMuhadara.103,True
57,57,0257IbnCabdHakam.FutuhMisr,180,self,False
664,0,0257IbnCabdHakam.FutuhMisr,180,0911Suyuti.HusnMuhadara.102,False
665,1,0257IbnCabdHakam.FutuhMisr,180,0911Suyuti.HusnMuhadara.103,True
58,58,0257IbnCabdHakam.FutuhMisr,307,self,False
1448,1,0257IbnCabdHakam.FutuhMisr,307,0930IbnIyas.NuzhatUmam.93,False
1452,5,0257IbnCabdHakam.FutuhMisr,307,0930IbnIyas.NuzhatUmam.94,True
59,59,0257IbnCabdHakam.FutuhMisr,321,self,False
283,283,0596IbnWasifShah.MukhtasarCajaibDunya,321,self,False
60,60,0257IbnCabdHakam.FutuhMisr,323,self,False
1225,0,0257IbnCabdHakam.FutuhMisr,323,0911Suyuti.HusnMuhadara.22,False
1226,1,0257IbnCabdHakam.FutuhMisr,323,0911Suyuti.HusnMuhadara.23,True
61,61,0257IbnCabdHakam.FutuhMisr,326,self,False
358,0,0257IbnCabdHakam.FutuhMisr,326,0911Suyuti.HusnMuhadara.30,False
359,1,0257IbnCabdHakam.FutuhMisr,326,0911Suyuti.HusnMuhadara.31,True
62,62,0257IbnCabdHakam.FutuhMisr,327,self,False
641,0,0257IbnCabdHakam.FutuhMisr,327,0911Suyuti.HusnMuhadara.32,False
642,1,0257IbnCabdHakam.FutuhMisr,327,0911Suyuti.HusnMuhadara.33,True
63,63,0257IbnCabdHakam.FutuhMisr,336,self,False
1680,0,0257IbnCabdHakam.FutuhMisr,336,0911Suyuti.HusnMuhadara.56,True
287,287,0596IbnWasifShah.MukhtasarCajaibDunya,336,self,False
64,64,0257IbnCabdHakam.FutuhMisr,337,self,False
438,2,0257IbnCabdHakam.FutuhMisr,337,0911Suyuti.HusnMuhadara.56,True
436,0,0151IbnIshaq.Sira,337,0338AbuJacfarNahhas.MacaniQuran.479,False
437,1,0151IbnIshaq.Sira,337,0369AbuShaykhIsbahani.Cuzma.284,False
65,65,0257IbnCabdHakam.FutuhMisr,338,self,False
844,0,0257IbnCabdHakam.FutuhMisr,338,0911Suyuti.HusnMuhadara.57,False
845,1,0257IbnCabdHakam.FutuhMisr,338,0930IbnIyas.NuzhatUmam.146,False
847,3,0257IbnCabdHakam.FutuhMisr,338,0911Suyuti.HusnMuhadara.56,True
848,4,0257IbnCabdHakam.FutuhMisr,338,0930IbnIyas.NuzhatUmam.147,True
66,66,0257IbnCabdHakam.FutuhMisr,339,self,False
434,3,0257IbnCabdHakam.FutuhMisr,339,0911Suyuti.HusnMuhadara.56,False
435,4,0257IbnCabdHakam.FutuhMisr,339,0911Suyuti.HusnMuhadara.57,True
431,0,0209AbuCubayda,339,0244IbnSikkit.Alfaz.9,False
432,1,0209AbuCubayda,339,0395IbnFarisQazwini.MutakhayyarAlfaz.24,False
433,2,0209AbuCubayda,339,0769IbnCaqilBahaDinMisri.Musacid.821,False
67,67,0257IbnCabdHakam.FutuhMisr,340,self,False
1713,0,0257IbnCabdHakam.FutuhMisr,340,0911Suyuti.HusnMuhadara.56,False
1714,1,0257IbnCabdHakam.FutuhMisr,340,0930IbnIyas.NuzhatUmam.147,False
1715,2,0257IbnCabdHakam.FutuhMisr,340,0911Suyuti.HusnMuhadara.57,True
68,68,0257IbnCabdHakam.FutuhMisr,361,self,False
69,69,0257IbnCabdHakam.FutuhMisr,362,self,False
1625,0,0257IbnCabdHakam.FutuhMisr,362,0930IbnIyas.BadaicZuhur.73,False
70,70,0257IbnCabdHakam.FutuhMisr,363,self,False
763,0,0257IbnCabdHakam.FutuhMisr,363,0911Suyuti.HusnMuhadara.63,True
71,71,0257IbnCabdHakam.FutuhMisr,364,self,False
1396,0,0257IbnCabdHakam.FutuhMisr,364,0911Suyuti.HusnMuhadara.63,False
1397,1,0257IbnCabdHakam.FutuhMisr,364,0930IbnIyas.BadaicZuhur.73,False
1398,2,0257IbnCabdHakam.FutuhMisr,364,0911Suyuti.HusnMuhadara.64,True
72,72,0257IbnCabdHakam.FutuhMisr,373,self,False
612,0,0257IbnCabdHakam.FutuhMisr,373,0634AbuRabicHimyari.Iktifa.989,False
613,1,0257IbnCabdHakam.FutuhMisr,373,0634AbuRabicHimyari.Iktifa.990,True
73,73,0257IbnCabdHakam.FutuhMisr,374,self,False
903,0,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.989,False
904,1,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.990,False
905,2,0257IbnCabdHakam.FutuhMisr,374,0733Nuwayri.NihayatArab.4145,False
906,3,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.990,True
907,4,0257IbnCabdHakam.FutuhMisr,374,0634AbuRabicHimyari.Iktifa.991,True
908,5,0257IbnCabdHakam.FutuhMisr,374,0733Nuwayri.NihayatArab.4146,True
74,74,0257IbnCabdHakam.FutuhMisr,375,self,False
732,0,0257IbnCabdHakam.FutuhMisr,375,0634AbuRabicHimyari.Iktifa.990,False
733,1,0257IbnCabdHakam.FutuhMisr,375,0733Nuwayri.NihayatArab.4146,False
734,2,0257IbnCabdHakam.FutuhMisr,375,0911Suyuti.HusnMuhadara.81,False
736,4,0257IbnCabdHakam.FutuhMisr,375,0634AbuRabicHimyari.Iktifa.991,True
739,7,0257IbnCabdHakam.FutuhMisr,375,0733Nuwayri.NihayatArab.4147,True
742,10,0257IbnCabdHakam.FutuhMisr,375,0911Suyuti.HusnMuhadara.82,True
737,5,0209AbuCubayda,375,0681IbnKhallikan.WafayatAcyan.1476,True
741,9,0209AbuCubayda,375,0808MuhammadDamiri.HayatHayawanKubra.1349,True
738,6,0276IbnQutaybaDinawari,375,0711IbnManzurIfriqi.MukhtasarTarikhDimashq.4211,True
740,8,0276IbnQutaybaDinawari,375,0774IbnKathir.Bidaya.4055,True
75,75,0257IbnCabdHakam.FutuhMisr,376,self,False
1037,0,0257IbnCabdHakam.FutuhMisr,376,0634AbuRabicHimyari.Iktifa.991,False
1038,1,0257IbnCabdHakam.FutuhMisr,376,0733Nuwayri.NihayatArab.4146,False
1039,2,0257IbnCabdHakam.FutuhMisr,376,0634AbuRabicHimyari.Iktifa.992,True
1040,3,0257IbnCabdHakam.FutuhMisr,376,0733Nuwayri.NihayatArab.4147,True
76,76,0257IbnCabdHakam.FutuhMisr,377,self,False
1117,0,0257IbnCabdHakam.FutuhMisr,377,0634AbuRabicHimyari.Iktifa.992,False
1118,1,0257IbnCabdHakam.FutuhMisr,377,0634AbuRabicHimyari.Iktifa.993,False
1119,2,0257IbnCabdHakam.FutuhMisr,377,0733Nuwayri.NihayatArab.4147,False
1120,3,0257IbnCabdHakam.FutuhMisr,377,0911Suyuti.HusnMuhadara.81,False
1121,4,0257IbnCabdHakam.FutuhMisr,377,0911Suyuti.HusnMuhadara.82,False
1122,5,0257IbnCabdHakam.FutuhMisr,377,0930IbnIyas.BadaicZuhur.79,False
1123,6,0257IbnCabdHakam.FutuhMisr,377,0634AbuRabicHimyari.Iktifa.993,True
1124,7,0257IbnCabdHakam.FutuhMisr,377,0634AbuRabicHimyari.Iktifa.994,True
1125,8,0257IbnCabdHakam.FutuhMisr,377,0733Nuwayri.NihayatArab.4148,True
1126,9,0257IbnCabdHakam.FutuhMisr,377,0911Suyuti.HusnMuhadara.82,True
1127,10,0257IbnCabdHakam.FutuhMisr,377,0911Suyuti.HusnMuhadara.83,True
1128,11,0257IbnCabdHakam.FutuhMisr,377,0930IbnIyas.BadaicZuhur.80,True
77,77,0257IbnCabdHakam.FutuhMisr,378,self,False
374,0,0257IbnCabdHakam.FutuhMisr,378,0634AbuRabicHimyari.Iktifa.993,False
375,1,0257IbnCabdHakam.FutuhMisr,378,0634AbuRabicHimyari.Iktifa.994,False
376,2,0257IbnCabdHakam.FutuhMisr,378,0733Nuwayri.NihayatArab.4147,False
377,3,0257IbnCabdHakam.FutuhMisr,378,0733Nuwayri.NihayatArab.4148,False
378,4,0257IbnCabdHakam.FutuhMisr,378,0911Suyuti.HusnMuhadara.82,False
379,5,0257IbnCabdHakam.FutuhMisr,378,0634AbuRabicHimyari.Iktifa.994,True
380,6,0257IbnCabdHakam.FutuhMisr,378,0634AbuRabicHimyari.Iktifa.995,True
381,7,0257IbnCabdHakam.FutuhMisr,378,0733Nuwayri.NihayatArab.4148,True
382,8,0257IbnCabdHakam.FutuhMisr,378,0733Nuwayri.NihayatArab.4149,True
383,9,0257IbnCabdHakam.FutuhMisr,378,0911Suyuti.HusnMuhadara.83,True
329,329,0454Qudaci,378,self,False
78,78,0257IbnCabdHakam.FutuhMisr,379,self,False
972,0,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.995,False
973,1,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.996,False
974,2,0257IbnCabdHakam.FutuhMisr,379,0733Nuwayri.NihayatArab.4148,False
975,3,0257IbnCabdHakam.FutuhMisr,379,0911Suyuti.HusnMuhadara.83,False
976,4,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.996,True
977,5,0257IbnCabdHakam.FutuhMisr,379,0634AbuRabicHimyari.Iktifa.997,True
978,6,0257IbnCabdHakam.FutuhMisr,379,0733Nuwayri.NihayatArab.4149,True
979,7,0257IbnCabdHakam.FutuhMisr,379,0911Suyuti.HusnMuhadara.84,True
79,79,0257IbnCabdHakam.FutuhMisr,380,self,False
1514,0,0257IbnCabdHakam.FutuhMisr,380,0634AbuRabicHimyari.Iktifa.996,False
1515,1,0257IbnCabdHakam.FutuhMisr,380,0634AbuRabicHimyari.Iktifa.997,False
1516,2,0257IbnCabdHakam.FutuhMisr,380,0733Nuwayri.NihayatArab.4148,False
1517,3,0257IbnCabdHakam.FutuhMisr,380,0733Nuwayri.NihayatArab.4149,False
1518,4,0257IbnCabdHakam.FutuhMisr,380,0911Suyuti.HusnMuhadara.83,False
1519,5,0257IbnCabdHakam.FutuhMisr,380,0911Suyuti.HusnMuhadara.84,False
1521,7,0257IbnCabdHakam.FutuhMisr,380,0634AbuRabicHimyari.Iktifa.997,True
1522,8,0257IbnCabdHakam.FutuhMisr,380,0634AbuRabicHimyari.Iktifa.998,True
1523,9,0257IbnCabdHakam.FutuhMisr,380,0733Nuwayri.NihayatArab.4149,True
