begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
114	108	251	279	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1474	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1799	118	ن-- -ال--حسن --ا-لحس--ين---ي و----قد اج----ت---ا---ز ------به يريد- ال---حج قد رايت المعشوق وهو من الهج ر بحال تنبو النواظر عنه اثر الدهر فيه اثار سوء قد ادالت يد الحوادث منه	نزل بالمعشوق مقابل سر من راي وكان قد حج في تلك السنة وانشدنيها ولده علي عنه قد رايت المعشوق وهو من الهج-ر بحال تنبو النواظر عنه اثر الدهر فيه اثار سوء --وادالت يد الحوادث منه	1474	1799	8176273207921604528	358165099539727722	93	174	67.81609344482422	20	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
162	854	648	1506	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1895	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms0205	250	هذا الحدي-ث --ا--خرجه- ابو داود وال---ترم-ذي وابن ---ما----ج--------ه من حديث ابي هريرة رضي الله عنه قال قال رسول الله صلي الله عليه وسلم افترقت اليهود -عل---ي -احدي وسبعين او ا-ثنتين- و------سبعين -فرقة وتفرقت ال-نصا---ري ع---لي- احدي- -----وسب-------عين -ا-و اثنتين --و------سبعي-----ن فرقة وتفت-رق --امتي -علي ثل----ا-ث --وسبعين- فرقة ق--ال- ا-----لب-يهقي -ح---سن صحي--ح واخر-------جه ال-حاكم وابن حبان- -في ---صحيحه بنحوه --فاخرجه --ف---ي المستدرك من- -طريق ا-لفضل -بن م--و--سي ع-ن --محمد بن عمر -عن ابي سلمة عن ا--بي --هريرة به وقال -هذا --حد-يث كثير ----في ----الاصول -وقد ---روي -عن سعد --بن ا-بي و--قاص وعب--د -ا---لله بن عمر -وعوف- بن مالك -عن رس-	هذه الفضيلة ولا بمثلها فان -ابا -الحسين مسلم و بن الحجاج خرج في صحيحه من حديث ابي هريرة رضي الله عنه قال قال رسول الله صلي الله عليه وسلم -سيحان وجيحان والفرات والنيل كل من انهار الجنة وهذه الثلاثة داخلة في عمل حلب لا يخرج عنه غير النيل اخبرنا بهذا الحديث قاضي القضاة ابو المحاسن يوسف بن رافع بن تميم الاسدي قاضي حلب قراءة عليه وانا اسمع قيل له اخبرك ابو بكر محمد بن علي بن ياسر الانصاري الجياني قال اخبرنا ابو عبد الله -محمد بن الفضل الفراوي ح وكتب الينا عاليا ابو القاسم منصور بن عبد المنعم بن عبد الله بن محمد بن الفضل الفراوي وابو الحسن المءيد بن محمد الطوسي من نيسابور قالا اخبرنا ابو عبد الله الفراوي قال اخبرنا وابو الحسين عبد الغافر بن محمد الفارسي	1895	205	-7331568691415240594	-6349427194628941404	164	656	38.10975646972656	17	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
42	748	472	1363	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2102	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms2328	242	-ا-ل الاسلام شرف ال--ا-ن---ام ناصر الدين خليل ----امير ال----مءمن--ي-ن- ----زا-----د ال--ل---ه --ف-ي عل-ا-ءه وا-----م-تع-- المءمن-ين -ب--طول- ب----قا-----ءه- --في ---ش----هر ربيع الاخ-ر-- سنة ا---ثنتين -----وثم-اني--ن وارب-عماءة و-القبة ال--تي علي الضريح --جددها -الخليفة ----الحافظ لد-ين الله --في سنة اثنتين وثل-اثي---ن -وخمس-ماءة وام--ر -بعم-------ل ----ال-ر-خام --الذي --ب-ال-محراب مشهد السيدة كل-ثوم -ه-----ي كل-----ثوم- بن----ت القاسم- بن محمد------------------- بن جعفر الصادق بن محمد الباقر بن علي زين العابدين بن الحسين بن علي بن ابي طالب --موضعه ----بمق--ابر ----قر--يش -ب---مصر بجوا-ر ال-خن-دق وهي ا-م جعف	قاضي ال-قضاة ابي المحاسن يوسف بن رافع بن تميم وسمع منه الحديث ومن شيخنا ابي هاشم عبد المطلب بن الفضل الهاشمي وابي محمد عبد الرحمن بن عبد الله بن علوان وغيرهم وحدث بدمشق ببعض حديثة واخبرني عبد المءمن بن خلف الدمياطي انه اخبره ان مولده في العشرين من سنة ست وثمانين وخمسماءة وتوفي وانا بدمشق ليلة الاربعاء الثامن والعشرين من صفر سنة ست وحمسين وستماءة ودفن يوم الاربعاء بمقبرة باب الصغير بدمشق حمزة بن علي بن زهرة ابن علي بن محمد بن محمد بن احمد بن محمد بن الحسين بن اسحاق بن جعفر الصادق بن محمد الباقر بن علي زين العابدين بن الحسين بن علي بن ابي طالب الحسيني الاسحاقي ابو المكارم بن ابي سالم بن ابي الحسن الحلبي المعروف	2102	2328	-646992320619901490	-4044725265663868859	174	616	39.28571319580078	18	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
819	54	1653	441	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0020	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms0243	214	سبعة --وا----ل-ا---قال-يم ال-سبعة كل اقليم منها---- كانه بساط مفروش قد مد طوله من الشرق الي الغرب وعرضه من الشمال الي الجنوب وهذه الاقاليم مختلفة الطول والعرض فالاقليم الاول منها يمر وسطه بالمواضع التي طول نهار الاطول ثلاثة عشر ساعة والسابع منها يمر وسطه بالمواضع التي طول نهارها الاطول ست عشر ساعة لان ما حاذي حد الاقليم الاول الي نحو الجنوب يشتمل عليه البحر ولا عمارة فيه وما حاذي الاقليم السابع الي الشمال لا يعلم فيه عمارة فجعل طول الاقاليم السبعة من الشرق الي الغرب مسافة اثنتي عشرة ساعة من دور الفلك وصارت عروضها تتفاضل نصف ساعة من ساعات النهار الاطول فاطولها واعرضها الاقليم الاول وطوله من المشرق الي المغرب نحو ثلاثة الاف فرسخ وعرضه من الشمال الي الجنوب ماءة وخمسون فرسخا واقصرها طولا وعرضا الاقليم السابع و-طوله من الشرق الي- -الغرب----- ---ال--ف و-خمسماءة -فر-سخ وعرضه من ----الشم-ال---- --ال--ي ال-جنوب نحو من --سبعين -فرسخا وبقية ا--لاقالي--م الخمسة فيما بين ذلك وهذه ال-اقال---ي	سبعة اقسام جعلها في الربع المسكون من الارض كل اقليم كانه بساط مفروش قد مد طوله من الشرق الي الغرب وعرضه من الجنوب الي الشمال وهي مخلتفة الطول والعرض -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------فاطولها واعرضها الاقليم الاول --------------------------------------------------------------------------------------------واقصرها طولا وعرضا الاقليم السابع واما ساءر ال-اق-اليم مقسم بينهما من الطول والعرض ثم ذكر كل و-احد من الاقاليم السبعة وقال في الاقليم الرابع الاقليم الرابع للشمس اطول ما يكون النهار في المدن التي علي الخط المسمي	20	243	2285277100798311898	-4201581210169934893	165	891	24.01795768737793	24	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
1376	19	1522	190	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1439	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1123	127	لل---ه -در ال------اسعد بن --خطير ا--لمماتي حيث --يقول خليج كالحسام له صقال ولكن فيه للراءي مسره رايت به الملاح تجيد عوما كانهم نجوم في مجره وقال -ب-ها-ء ال-دين --ابو --ا--	للاسعد ابي المكارم اسعد بن الخطير ابن مماتي مما انشدني خليج كالحسام له صقال ولكن فيه للراءي مسرة رايت به الملاح تجيد عوما كانهم نجوم في مجرة -قال ابن ابي الفنون ولابن مماتي	1439	1123	2882765221813137474	-6398845741971756829	98	172	73.83721160888672	16	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
1201	453	1527	905	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0478	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms2278	192	و-ل-ما ----غرس عب-د -ا------لعزيز ----نخل- حلوان واطعم دخله --و---ال---جند --معه فجعل يطوف -فيه- و---ي-قف علي-- غروسه ومساقي-ه ف-قا-ل يز--يد بن عروة ال-------جملي ال----ا--- قل--ت --ا-يها- الامير كم--ا -قال العبد -الصالح م--ا --شاء ال-له لا --قوة -ال-ا بالله- --فقا--ل ---ا-------ذكرتني شكر--ا---- -----ي-ا غلام --قل--- ----لاني-تاس يزيد -في ---عطا---ءه عشر------ة -دناني---ر عبد العزيز بن مروان بن الحكم بن ابي العاص بن امية بن عبد شمس بن عبد مناف القرشي	وعليها صاعد بن عبيد فاحتبسهم عنده وكتب الي مروان يخبره فكتب مروان الي صاعد يامره -بالاحسان اليهم وان يولي عليهم الحكم بن نميلة فلما انهزم مروان و عن الزاب كتب الي الخراسانية الذين بعانة ان يوافوه بمنبج ففعلوا وقدموا عليه منبج ومعهم الحكم بن نميلة واليا -عليهم ومضوا مع مروان بن محمد الي مصر والحكم بن نميلة معهم ظ الحكم بن الوليد بن يزيد بسم الله الرحمن الرحيم وبه توفيقي ابن عبد ال-ملك بن مروان بن الحكم بن ابي العاص بن امية بن عبد شمس بن عبد مناف القرشي	478	2278	-4470423220960894341	4934441951825616633	131	455	42.19780349731445	18	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
85	751	583	1466	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2113	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1381	316	-- امير -المءمنين- ا-لحافظ --يوما- -----ي-ا قاضي ابا ال----طاهر --------قلت -ل-بيك يا- امير-- المءمني--ن ------قال احدث-ك بح-د-يث ---عجيب قلت نعم قال --لما جري -----م---ن ابي ع-----ل---ي -------بن -ا-لافضل ---ما جري ب--ينما- -ا-----ن--ا في الموضع -ال--ذي كنت --م---عتقل---ا- في------ه رايت ----كا-----ني قد جل-س--ت في --مجلس ----من-- مجا--لس-- ال------قصر ---اعرف--ه وكان --ا--لخلافة قد ا--عيدت --ا-لي وكا-ن ال-مغني---ات -ق-د -دخلن يهنينني ويغنين ---بين -يدي -وفي --جمل-تهن جا-ر-ية م--عها- -عود يعن-ي هذه -ا-ل-----جارية -ال------مذكور--ة ف-ا------نشا-ت ----تغن-----ي--- قول ابي ال-ع---تاهية -------اتته الخلافة منقادة اليه تجرر اذيالها فلم تك تصلح الا له ولم يك يصلح الا لها ولو نالها احد غيره لزلزلت الارض زلزالها و--	بن زريق قال اخبرنا احمد بن علي قال اخبرني القاضي ابو الطيب طاهر بن عبد الله الطبري قال اخبرنا المعافي بن زكريا قال -حدثنا احمد بن ابراهيم ال-طبري قال حدثني علي بن محمد بن ابي عمرو البكري من بكر بن واءل قال حدثني علي بن عثمان قال حدثني اشجع السلمي قال اذن لنا المهدي والشعراء في الدخول عليه فدخلنا فامرنا بالجلوس فاتفق ان جلس الي جنبي بشار وسكت المهدي وسكت الناس فسمع بشار حسا فقال لي يا اشجع من هذا فقلت ابو العتاهية قال فقال لي اتراه ينشد في هذا المحفل فقلت احسب سيفعل قال فامره المهدي ان ينشد فانشد الا ما ليدتي مالها قال فنخسني بمرفقه فقال ويحك رايت اجسر من هذا ينشد مثل هذا الشعر في هذا الموضع اتته الخلافة منقادة اليه تجرر اذيالها فلم تك تصلح الا له ولم يك يصلح الا لها ولو رامها احد غيره لزلز-ت الارض زلزالها ولو	2113	1381	5022057690662849734	8082296405485790140	226	718	44.01114273071289	23	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
878	293	1333	984	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0172	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1824	259	قال -زهير -ب-----ن -معا-وي----ة حدثنا سه--------ي---ل- عن ابيه عن ابي هريرة قال قال رسول الله صلي الله عليه وسل--م- ----منعت -ال--عراق درهمها وقفيزها---- --ومن-عت ال-شام --مدها- --و--دينا-رها-- -ومنعت --مصر -اردب---ها -وعدتم من -----حي-ث بداتم قال -ابو عبيد قد اخب-ر- ------ص-----ل-----ي-- ال-له --عليه- وس-----ل---م ب--ما لم ي-----كن وهو في علم- ال-ل-ه ----كاءن فخرج --ل----------فظه -علي -لف--ظ --ال-------ماضي- ----لان-ه ---ما-ض --في- علم--- ال--ل---ه --وفي- --اع----ل-امه بهذا --قبل و---قوعه --م-----ا-- دل--- --ع--ل--ي ------اثبا--ت -ن---بوته و-دل -علي --رضاه من عمر --رضي- -الله عنه ما وظفه علي الكفرة ---م---ن ال--خر--ا-ج في -الام-----صار و-في تفسير المنع و-جهان اح-دهما انه -ع----لم ان-	قال حدثنا عبد الله بن ادريس قال حدثنا سهيل بن ابي صالح عن ابيه عن ابي هريرة قال قال رسول الله صلي الله عليه وسلم من كان منكم مصليا بعد الجمعة فليصل اربعا الحسن بن سليمان بن سلام ابو علي الفزاري المصري المعروف بقبيطة الحافظ و من ولد عيينة بن حصن الفزاري اصله من البصرة ونزل مصر وجال في ديار الشام وثغورها وسمع بحلب او بانطاكية يعقوب بن كعب بن حامد الحلبي الانطاكي وسمع بالثغر محبوب ابن موسي الفراء وبالحجاز ابراهيم بن المنذر الحزامي وببيت المقدس المعلي بن الوليد بن عبد العزيز بن القعقاع وبعسقلان محمد بن ابي السري العسقلاني وبحمص ابراهيم بن العلاء وابا يحيي سليمان بن عبد الحميد وبدمشق سليما-ن بن عبد الرحمن ومحمد بن المبارك الصوري وهشام بن عمار وصفوان بن صال--ح وبحران احمد بن ابي شعيب الحراني	172	1824	-6007924368207351249	2217696335754455180	178	694	37.31988525390625	16	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
126	684	801	1555	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2098	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms2328	209	ا الحسن بن زيد بن علي بن الحسن بن علي واما علي وابراهيم وزيد اخوة نفيسة من ابيها فامهم ام ولد تدعي ام عبد الحميد واما عبيد الله بن الحسن بن زيد فامه الزاءدة بنت بسطام بن عمير بن قيس الشيباني واما اسماعيل واسحاق فهما لامي ولد وكان اسماعيل من اهل الفضل والخير صاحب صوم ونسك وكان يصوم يوما ويفطر يوما واما يحيي بن زيد فله مشهد معروف بالمشاهد ياتي ذكره ان شاء الله تعالي وتزوج بنفيسة رضي الله عنها ------------------------------------------------------------------------------------------------------------------------------------اسحاق بن جعفر الصادق بن محمد الباقر بن علي زين العابدين بن الحسين بن علي بن ابي طالب عل--يهم ال-سلا-م --وكان يقال له اسحاق المءتمن --وكان من ا-هل-- ال-صلاح وال-خي-------ر وا----لف----ضل- والدين روي-- عن---ه-- ال---------حدي-ث و----كان-- ابن كاسب اذا -حدث --عنه- يقول ---حدثني- ال-ثقة ال--رضي اسحاق بن جعفر-- -وكان له عقب -بمصر م-نهم بنو الرقي وبحلب	ابي الحجاج العدوي ابو يعلي الدمشقي قدم حلب وتفقه معنا علي شيخنا قاضي القضاة ابي المحاسن يوسف بن رافع بن تميم وسمع منه الحديث ومن شيخنا ابي هاشم عبد المطلب بن الفضل الهاشمي وابي محمد عبد الرحمن بن عبد الله بن علوان وغيرهم وحدث بدمشق ببعض حديثة واخبرني عبد المءمن بن خلف الدمياطي انه اخبره ان مولده في العشرين من سنة ست وثمانين وخمسماءة وتوفي وانا بدمشق ليلة الاربعاء الثامن والعشرين من صفر سنة ست وحمسين وستماءة ودفن يوم الاربعاء بمقبرة باب الصغير بدمشق حمزة بن علي بن زهرة ابن علي بن محمد بن محمد بن احمد بن محمد بن الحسين بن اسحاق بن جعفر الصادق بن محمد الباقر بن علي زين العابدين بن الحسين بن علي بن ابي طالب الحسيني الاسحاقي ابو المكارم بن ا-بي سالم -بن ابي الحسن الحلبي المعروف بالشريف الطاهر كان شريفا فاضلا عال-ما فقيها من فقهاء الشيعة ومتكلميهم وله تصانيف علي مذهب الامامية ورايهم منها كتاب غنيه النزوع الي علم ا-لاصول والفروع ووقفت له علي مقدمة مختصرة في النحو وسمها	2098	2328	1653948267834729601	-4044725265663868859	143	875	23.885713577270508	19	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
374	39	919	796	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2131	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1399	297	ر-ي----ف م--حمد بن ا--سعد ال---------جواني ال------ن--سا-بة -في- كتا----ب- الجوهر -المكنو-ن في --ذكر- -القبا-ءل والبطو---ن سريع فخذ من -الاشعري-ين --هم و-لد سريع بن م-ا-تع من ----بن---ي الاشع-------ر- بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب بن يعرب بن قحطان وهم -رهط ا---بي ق--بيل- التابعي الذي خطته الي--و--م الكو-م شرقي قناطر ---سقا---ي---ة احمد --بن ----طولو---ن- --ا----لمعر---و---فة -بعفصة ال-كبي---رة با-ل--ق-رافة ال---خندق -هذا --الخندق -كان --بقرافة م--صر قد- -دثر --وعلي -----شفير-ه-- الغربي -قبر -ا-لا----م----------ام ا--لشافعي --ر-----ضي ال--------له --عنه- وكا-ن من الني---ل الي ال-جبل -حفر مرت---ي---ن مر---ة في -ز---من -مر-وا---ن بن الحكم وم--رة في --خلافة ال--ا-مين محمد بن -ها---رون الرشيد ثم حفر-ه ايضا القاءد جوهر -قال ا-	ربيعة بن معاوية بن الحارث الاصغر بن الحارث الاكبر بن معاوية وقيل معاوية بن الحارث بن معاوية بن الحارث بن معاوية ابن ثور بن مرتع بن ثور وهو كندي بن عفير وقيل مرتع بن معاوية بن ثور بن عفير بن عدي بن مرة بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب بن يعرب بن قحطان ابو محمد الكندي قدم علي ال-نب-ي صل-ي الله عليه وسلم في وفد كندة واسلم وصحب النبي صلي الله عليه وسلم وروي عنه احاديث يسيرة روي عنه و عامر الشعبي وابو واءل شقيق بن سلمة وابو حازم ومسلم بن هيصم وعبد الرحمن بن عدي وقيس بن ابي حازم وابراهيم النخعي وقيل كان اسمه معدي كرب وكان ابدا اشعث الراس فسمي الاشعث وابوه قيس هو الاشج بن معدي كرب وام الاشعث كبشة بنت يزيد بن شرحبيل بن يزيد بن امرء القيس بن عمرو المقصور بن حجر اكل المرار بن عمرو بن معاوية بن الحارث الاكبر بن معاوية ابن ثو-ر وقيل ان	2131	1399	8986134013363085295	-4312087097486247609	195	761	39.02759552001953	24	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
953	1	1292	493	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0897	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1229	201	-هد ان ----ل--ا -ال--ه ال---ا ال--ل--ه وحده -لا -شريك -له و----تشهد -ان- --محمد----ا عب----ده ---ورسوله -وتشهد ا-ن -ال----جنة حق وان ا-ل-نار -حق و-----ان الم---وت حق وان البعث حق وان الساعة اتية لا ريب فيها وان الله يبعث من في القبور وتقيم ا-لصلاة لوقتها وت-ءتي ----ال---زكا----------ة -لحقه--ا--- -وتصوم- رمضان -و--تح-ج ال---ب---ي----ت الحر-ا--م وتج---اهد في سبيل الله ح-ق -جهاد----ه علي م----ا امر -ا-لله -به ورسوله وتوالي -------ا---ولياء ال-----ل------ه وت----ع--ا-دي--- -ا--ع---داء الله- -و	وهو من المسلمين والحمد لله رب العالمين وانه رضي بالله ربا وبالاسلام دينا وبمحمد نبيا وبالقران اماما علي ذلك يحيا و وعليه يموت ان شاء الله عز وجل ويشهد ان الملاءكة حق وا-لنبيين حق وان الساعة اتية لا ريب فيها وان الله يبعث من في القبور ويشهد ان الله سبحانه وتعالي قدر الخير وامر به ورضيه واحبه واراد كونه من فاعله ووعد حسن الثواب علي فعله وقدر الشر وزجر عنه ولم يرضه ولم يحبه واراد كونه -من مرتكبه غير راض به ولا محب له -تعالي ربنا عما يقول الظالمون علوا كبير وتقدس عن ان يامر بالمعصية او يحبها او	897	1229	719506976928059385	3863419218063789608	137	495	40.60606002807617	14	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
1	305	1234	1496	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1470	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1973	542	بلبس صوف فعاد اشد ما كان انتهاكا كذاك الدهر مختلف الصروف واقام هناك مدة طويلة في اعلي حال واجل رتبة واعظم منزلة ثم كوتب ----------بالمسير الي الموصل -لي-------ستوز-ر-ه --صاحبها -ف--سا-ر عن -مي--اف-ارقين -وديار--- ------بكر الي الموصل -فتقلد وزارتها وتردد ال---ي بغداد- في ال--وساطة بين --صاحب الموص--------------------------------------------------------------------------------ل---- -و--------بين السلطا-----ن --------------ا-----ب------------------ي----------------------------------------- علي بن سلطان الدولة ابي شجاع بن بهاء الدولة ابي نصر بن عضد الدولة ابي شجاع بن ركن الدولة ابي علي بن بويه --و-اجتمع بر-ءس--اء ال-ديلم والاتراك وت-حدث في--- و---زارة الحضرة حتي ---ت--قل--دها--- --بغير ----خل----ع--- و-----ل----ا---- -ل-----قب--- ------------------------------------------------------------------------------------------------------------ولا مفارقة الدراعة----- في شهر رمضان سنة خمس عشرة واربعماءة فاقام شهورا واغري رجال الدولة بعضهم ببعض وكانت امور طويلة الت الي خروجه من الحضرة الي قرواش فتجدد للقادر بالله فيه سوء ظن بسبب ما اثاره من الفتنة العظيمة بالكوفة حتي ذهبت فيها عدة نفوس واموال ففر الي ابي نصر بن مروان فاكره واقطعه ضياعا واقام عنده فكوتب من بغداد بالعود اليها فبرز عن ميافارقين يريد المسير الي بغداد فسم هناك وعاد الي المدينة فمات بها لايام خلت من شهر رمضان سنة ثمان عشرة واربعماءة ومولده بمصر ليلة الثالث عشر من ذي الحجة سنة سبعين وثلاثماءة وكان اسمر شديد السمرة بساطا عالما بليغا مترسلا متفننا في كثير من العلوم الدينية والادبية والنحو-ية -مشارا اليه في قوة الذكاء والفطنة وسرعة الخاطر والبديهة -عظيم ---ال-قدر- صا-ح--ب سياسة وتدبير وحيل --كثير---ة وامور -عظام دوخ ا--لمما-لك وقل-ب الدو-ل و--سمع -الحدي---ث وروي و-صنف -عدة -تصا-نيف -وك-ان مل--و-	بلبس صوف فعاد اشد ما كان انتهاكا كذاك الدهر مختلف الصروف فاقام هناك مدة طويلة في اعلي حال واجل رتبة واعظم منزلة ثم كوتب من الموصل بالمسير اليها وعرض عليه صاحبها وزارته وذلك بعد وفاة الكافي وزيره فسار عن ميافارقين وديار بكر علي --سبيل اعتبار الاعمال وتصفح العمال وتمادي به السفر الي -ان قرب من الموصل ثم اسري في الليل فصبح الموصل واجتمع بصاحبها وقلده وزارته وتردد في الدخول الي الحضرة ووساطة ما بين السلطان وبين معتمد الدولة واجتمع برءساء الاتراك والديلم واستمالهم وكان الملك ببغداد اذ ذاك ابو علي بن سلطان الدولة ابي شجاع بن بهاء الدولة ابي نصر بن عضد الدولة ابي شجاع بن ركن الدولة ابي علي وشرع له ابو منصور قردوست في الوزارة شروعا لم يتم في حياته وعدل ابو القاسم بعد وفاته الي مراسلة الامير ابي المسك عنبر واستمالته واعتنق السفارة بينه وبين ابو الحسين بن وصيف فلما قبض علي مءيد الملك كوتب ابو القاسم بالورود فورد وتقلد الوزارة بغير خلع ولا لقب ولا مفارقة للدراعة وذلك في شهر رمضان سنة خمس عشرة واربعماءة وكان عالما فاضلا وبليغا مترسلا ومفننا -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------في كثير من العلوم الدينية والادبية والنجومية ومشارا اليه في قوة الذكاء والفطنة وسرعة الخاطر والبديهة واقام في الوزارة بالحضرة شهورا اوحش ظ فيها الامير ابا المسك من الوافي ابي مقاتل ارسلان الطويل واغراه به حتي قبص عليه وقتله وجري في اثناء ذلك من الامور	1470	1973	5325827035058043305	2227893515156813220	415	1667	32.51349639892578	67	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
473	982	811	1427	-6636270028460100563	3502446369339975454	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2131	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown.ms1584	197	-ن -هم ولد سريع بن ماتع من بني ---ال-ا-----شعر- بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب بن يعرب بن قحطان --و--هم --ر-هط ا---بي -ق---بي----ل التاب--ع-ي ---الذي خطته الي-وم -الكوم شرقي قن---اطر ---سقا-ية ----ا-ح-مد بن --طو--لون المعر-وفة بع-فصة الكبير-ة بالقرافة الخند---ق -هذا --ال--خندق كان ----ب--قرا-فة ----مصر قد ---دثر و--علي شفيره ----ال-غر---بي قب-ر الامام -الشافع-----ي رضي الله -عنه -------وكان -من -النيل الي الجبل	بن ثور وهو كنده بن عفير بن عدي بن الحارث بن مرة بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب بن يعرب بن قحطان ابو عبد الرحمن الكندي وقيل في نسبه حجر بن عدي بن الادبر بن عدي بن جبلة بن عدي بن ربيعة بن معاوية ابن الحارث بن معاوية بن الحارث بن معاوية بن ثور و بن مرتع بن كندي بن عفير وقيل هو حجر بن عدي بن معاوية بن جبلة بن الادبر وكان يقال له حجر الخير وسمي ابوه الادبر لانه طعن موليا في دبره فسمي الادبر وقيل ضرب بالسيف علي اليته	2131	1584	8986134013363085295	1445206576854264255	133	445	44.2696647644043	22	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown	0660IbnCadim.BughyatTalab.Shamela0010798-ara1.mARkdown
