,uri,ms
113,0257IbnCabdHakam.FutuhMisr,375
114,0257IbnCabdHakam.FutuhMisr,376
115,0257IbnCabdHakam.FutuhMisr,377
116,0257IbnCabdHakam.FutuhMisr,378
117,0257IbnCabdHakam.FutuhMisr,379
118,0257IbnCabdHakam.FutuhMisr,380
119,0257IbnCabdHakam.FutuhMisr,381
120,0257IbnCabdHakam.FutuhMisr,382
121,0257IbnCabdHakam.FutuhMisr,383
122,0257IbnCabdHakam.FutuhMisr,384
123,0257IbnCabdHakam.FutuhMisr,385
124,0257IbnCabdHakam.FutuhMisr,386
125,0257IbnCabdHakam.FutuhMisr,387
126,0257IbnCabdHakam.FutuhMisr,388
127,0257IbnCabdHakam.FutuhMisr,433
128,0257IbnCabdHakam.FutuhMisr,468
129,0257IbnCabdHakam.FutuhMisr,470
130,0257IbnCabdHakam.FutuhMisr,471
131,0257IbnCabdHakam.FutuhMisr,475
132,0257IbnCabdHakam.FutuhMisr,476
133,0257IbnCabdHakam.FutuhMisr,477
134,0257IbnCabdHakam.FutuhMisr,478
135,0257IbnCabdHakam.FutuhMisr,557
136,0257IbnCabdHakam.FutuhMisr,558
137,0257IbnCabdHakam.FutuhMisr,559
138,0257IbnCabdHakam.FutuhMisr,560
139,0257IbnCabdHakam.FutuhMisr,561
140,0257IbnCabdHakam.FutuhMisr,562
141,0257IbnCabdHakam.FutuhMisr,563
142,0257IbnCabdHakam.FutuhMisr,569
143,0257IbnCabdHakam.FutuhMisr,654
144,0257IbnCabdHakam.FutuhMisr,656
145,0257IbnCabdHakam.FutuhMisr,657
146,0257IbnCabdHakam.FutuhMisr,658
147,0257IbnCabdHakam.FutuhMisr,659
148,0257IbnCabdHakam.FutuhMisr,660
149,0257IbnCabdHakam.FutuhMisr,661
150,0257IbnCabdHakam.FutuhMisr,662
151,0257IbnCabdHakam.FutuhMisr,663
152,0257IbnCabdHakam.FutuhMisr,664
153,0257IbnCabdHakam.FutuhMisr,665
154,0257IbnCabdHakam.FutuhMisr,666
155,0257IbnCabdHakam.FutuhMisr,667
156,0257IbnCabdHakam.FutuhMisr,668
157,0257IbnCabdHakam.FutuhMisr,669
158,0257IbnCabdHakam.FutuhMisr,670
159,0257IbnCabdHakam.FutuhMisr,671
160,0257IbnCabdHakam.FutuhMisr,672
161,0257IbnCabdHakam.FutuhMisr,673
162,0257IbnCabdHakam.FutuhMisr,674
163,0257IbnCabdHakam.FutuhMisr,675
164,0257IbnCabdHakam.FutuhMisr,676
165,0257IbnCabdHakam.FutuhMisr,1421
166,0257IbnCabdHakam.FutuhMisr,1422
167,0257IbnCabdHakam.FutuhMisr,1432
168,0257IbnCabdHakam.FutuhMisr,1433
169,0257IbnCabdHakam.FutuhMisr,1434
170,0257IbnCabdHakam.FutuhMisr,1435
171,0257IbnCabdHakam.FutuhMisr,1436
172,0257IbnCabdHakam.FutuhMisr,1515
173,0257IbnCabdHakam.FutuhMisr,1697
174,0257IbnCabdHakam.FutuhMisr,1938
175,0257IbnCabdHakam.FutuhMisr,2230
176,0458IbnSidaMursi.MuhkamWaMuhit,1227
177,0458IbnSidaMursi.MuhkamWaMuhit,1387
178,0665AbuShama.Rawdatayn,1760
179,0310Tabari.Tarikh,350
180,0350Balawi.SiratAhmadIbnTulun,391
181,0350Balawi.SiratAhmadIbnTulun,524
182,0350Balawi.SiratAhmadIbnTulun,525
183,0350Balawi.SiratAhmadIbnTulun,1393
184,0350Balawi.SiratAhmadIbnTulun,1717
185,0350Balawi.SiratAhmadIbnTulun,1718
186,0350Balawi.SiratAhmadIbnTulun,1719
187,0350Balawi.SiratAhmadIbnTulun,1720
188,0350Balawi.SiratAhmadIbnTulun,1721
189,0350Balawi.SiratAhmadIbnTulun,1722
190,0350Balawi.SiratAhmadIbnTulun,2025
191,0350Balawi.SiratAhmadIbnTulun,2129
192,0350Balawi.SiratAhmadIbnTulun,2130
193,0692IbnCabdZahir.RawdaBahiyya,285
194,0692IbnCabdZahir.RawdaBahiyya,820
195,0692IbnCabdZahir.RawdaBahiyya,884
196,0692IbnCabdZahir.RawdaBahiyya,914
197,0692IbnCabdZahir.RawdaBahiyya,919
198,0692IbnCabdZahir.RawdaBahiyya,921
199,0692IbnCabdZahir.RawdaBahiyya,962
200,0692IbnCabdZahir.RawdaBahiyya,963
201,0692IbnCabdZahir.RawdaBahiyya,976
202,0692IbnCabdZahir.RawdaBahiyya,985
203,0692IbnCabdZahir.RawdaBahiyya,987
204,0692IbnCabdZahir.RawdaBahiyya,999
205,0692IbnCabdZahir.RawdaBahiyya,1001
206,0692IbnCabdZahir.RawdaBahiyya,1002
207,0692IbnCabdZahir.RawdaBahiyya,1003
208,0692IbnCabdZahir.RawdaBahiyya,1014
209,0692IbnCabdZahir.RawdaBahiyya,1030
210,0692IbnCabdZahir.RawdaBahiyya,1035
211,0692IbnCabdZahir.RawdaBahiyya,1038
212,0692IbnCabdZahir.RawdaBahiyya,1039
213,0692IbnCabdZahir.RawdaBahiyya,1052
214,0692IbnCabdZahir.RawdaBahiyya,1053
215,0692IbnCabdZahir.RawdaBahiyya,1056
216,0692IbnCabdZahir.RawdaBahiyya,1077
217,0692IbnCabdZahir.RawdaBahiyya,1080
218,0692IbnCabdZahir.RawdaBahiyya,1092
219,0692IbnCabdZahir.RawdaBahiyya,1093
220,0692IbnCabdZahir.RawdaBahiyya,1094
221,0692IbnCabdZahir.RawdaBahiyya,1095
222,0692IbnCabdZahir.RawdaBahiyya,1112
223,0692IbnCabdZahir.RawdaBahiyya,1120
224,0692IbnCabdZahir.RawdaBahiyya,1121
225,0692IbnCabdZahir.RawdaBahiyya,1128
226,0692IbnCabdZahir.RawdaBahiyya,1129
227,0692IbnCabdZahir.RawdaBahiyya,1138
228,0692IbnCabdZahir.RawdaBahiyya,1141
229,0692IbnCabdZahir.RawdaBahiyya,1147
230,0692IbnCabdZahir.RawdaBahiyya,1148
231,0692IbnCabdZahir.RawdaBahiyya,1153
232,0692IbnCabdZahir.RawdaBahiyya,1155
233,0692IbnCabdZahir.RawdaBahiyya,1156
234,0692IbnCabdZahir.RawdaBahiyya,1167
235,0692IbnCabdZahir.RawdaBahiyya,1191
236,0692IbnCabdZahir.RawdaBahiyya,1254
237,0692IbnCabdZahir.RawdaBahiyya,1293
238,0692IbnCabdZahir.RawdaBahiyya,1301
239,0692IbnCabdZahir.RawdaBahiyya,1309
240,0692IbnCabdZahir.RawdaBahiyya,1320
241,0692IbnCabdZahir.RawdaBahiyya,1322
242,0692IbnCabdZahir.RawdaBahiyya,1323
243,0692IbnCabdZahir.RawdaBahiyya,1329
244,0692IbnCabdZahir.RawdaBahiyya,1344
245,0692IbnCabdZahir.RawdaBahiyya,1364
246,0692IbnCabdZahir.RawdaBahiyya,1392
247,0692IbnCabdZahir.RawdaBahiyya,1395
248,0692IbnCabdZahir.RawdaBahiyya,1396
249,0692IbnCabdZahir.RawdaBahiyya,1397
250,0692IbnCabdZahir.RawdaBahiyya,1406
251,0692IbnCabdZahir.RawdaBahiyya,1426
252,0692IbnCabdZahir.RawdaBahiyya,1439
253,0692IbnCabdZahir.RawdaBahiyya,1440
254,0692IbnCabdZahir.RawdaBahiyya,1443
255,0692IbnCabdZahir.RawdaBahiyya,1573
256,0692IbnCabdZahir.RawdaBahiyya,1574
257,0692IbnCabdZahir.RawdaBahiyya,1575
258,0692IbnCabdZahir.RawdaBahiyya,1576
259,0692IbnCabdZahir.RawdaBahiyya,1638
260,0692IbnCabdZahir.RawdaBahiyya,1717
261,0692IbnCabdZahir.RawdaBahiyya,1722
262,0692IbnCabdZahir.RawdaBahiyya,1723
263,0692IbnCabdZahir.RawdaBahiyya,1740
264,0692IbnCabdZahir.RawdaBahiyya,1746
265,0692IbnCabdZahir.RawdaBahiyya,1747
266,0692IbnCabdZahir.RawdaBahiyya,1774
267,0692IbnCabdZahir.RawdaBahiyya,1782
268,0692IbnCabdZahir.RawdaBahiyya,1796
269,0692IbnCabdZahir.RawdaBahiyya,1946
270,0692IbnCabdZahir.RawdaBahiyya,1947
271,0692IbnCabdZahir.RawdaBahiyya,1958
272,0692IbnCabdZahir.RawdaBahiyya,1959
273,0692IbnCabdZahir.RawdaBahiyya,2037
274,0692IbnCabdZahir.RawdaBahiyya,2038
275,0692IbnCabdZahir.RawdaBahiyya,2041
276,0350MuhammadKindi.WulatMisr,161
277,0350MuhammadKindi.WulatMisr,182
278,0350MuhammadKindi.WulatMisr,183
279,0350MuhammadKindi.WulatMisr,184
280,0350MuhammadKindi.WulatMisr,185
281,0350MuhammadKindi.WulatMisr,477
282,0350MuhammadKindi.WulatMisr,478
283,0350MuhammadKindi.WulatMisr,479
284,0350MuhammadKindi.WulatMisr,480
285,0350MuhammadKindi.WulatMisr,481
286,0350MuhammadKindi.WulatMisr,670
287,0350MuhammadKindi.WulatMisr,681
288,0350MuhammadKindi.WulatMisr,682
289,0350MuhammadKindi.WulatMisr,683
290,0350MuhammadKindi.WulatMisr,684
291,0350MuhammadKindi.WulatMisr,685
292,0350MuhammadKindi.WulatMisr,686
293,0350MuhammadKindi.WulatMisr,687
294,0350MuhammadKindi.WulatMisr,688
295,0350MuhammadKindi.WulatMisr,689
296,0350MuhammadKindi.WulatMisr,690
297,0350MuhammadKindi.WulatMisr,691
298,0350MuhammadKindi.WulatMisr,692
299,0350MuhammadKindi.WulatMisr,693
300,0350MuhammadKindi.WulatMisr,694
301,0350MuhammadKindi.WulatMisr,695
302,0350MuhammadKindi.WulatMisr,1423
303,0350MuhammadKindi.WulatMisr,1436
304,0350MuhammadKindi.WulatMisr,1477
305,0350MuhammadKindi.WulatMisr,1515
306,0350MuhammadKindi.WulatMisr,1521
307,0350MuhammadKindi.WulatMisr,1522
308,0350MuhammadKindi.WulatMisr,1531
309,0350MuhammadKindi.WulatMisr,1570
310,0350MuhammadKindi.WulatMisr,1672
311,0350MuhammadKindi.WulatMisr,1675
312,0350MuhammadKindi.WulatMisr,1938
313,0350MuhammadKindi.WulatMisr,2025
314,0350MuhammadKindi.WulatMisr,2040
315,0350MuhammadKindi.WulatMisr,2086
316,0350MuhammadKindi.WulatMisr,2107
317,0350MuhammadKindi.WulatMisr,2112
318,0350MuhammadKindi.WulatMisr,2124
319,0487Bakri,282
320,0346Mascudi.MurujDhahab,119
321,0346Mascudi.MurujDhahab,263
322,0346Mascudi.MurujDhahab,264
323,0346Mascudi.MurujDhahab,404
324,0346Mascudi.MurujDhahab,405
325,0346Mascudi.MurujDhahab,452
326,0346Mascudi.MurujDhahab,453
327,0346Mascudi.MurujDhahab,454
328,0346Mascudi.MurujDhahab,462
329,0346Mascudi.MurujDhahab,1108
330,0346Mascudi.MurujDhahab,1391
331,0748Adfuwi,539
332,0748Adfuwi.TalicSacid,540
333,0420Musabbihi.AkhbarMisr,166
334,0420Musabbihi.AkhbarMisr,216
335,0420Musabbihi.AkhbarMisr,415
336,0420Musabbihi.AkhbarMisr,487
337,0420Musabbihi.AkhbarMisr,605
338,0420Musabbihi.AkhbarMisr,606
339,0420Musabbihi.AkhbarMisr,1015
340,0420Musabbihi.AkhbarMisr,1046
341,0420Musabbihi.AkhbarMisr,1172
342,0420Musabbihi.AkhbarMisr,1357
343,0420Musabbihi.AkhbarMisr,1441
344,0420Musabbihi.AkhbarMisr,1682
345,0420Musabbihi.AkhbarMisr,1757
346,0420Musabbihi.AkhbarMisr,1786
347,0420Musabbihi.AkhbarMisr,2032
348,0337QudamaIbnJacfar,119
349,0241IbnHanbal,1700
350,0596QadiFadil,144
351,0596QadiFadil,251
352,0150AbuHanifa,224
353,0774IbnKathir,1736
354,0230IbnSacd.TabaqatKubra,63
355,0230IbnSacd.TabaqatKubra,1728
356,0596QadiFadil.Mutajaddidat,197
357,0596QadiFadil.Mutajaddidat,198
358,0596QadiFadil.Mutajaddidat,199
359,0596QadiFadil.Mutajaddidat,240
360,0596QadiFadil.Mutajaddidat,245
361,0596QadiFadil.Mutajaddidat,613
362,0596QadiFadil.Mutajaddidat,1106
363,0596IbnWasifShah.MukhtasarCajaibDunya,81
364,0596IbnWasifShah.MukhtasarCajaibDunya,159
365,0596IbnWasifShah.MukhtasarCajaibDunya,170
366,0596IbnWasifShah.MukhtasarCajaibDunya,295
367,0596IbnWasifShah.MukhtasarCajaibDunya,296
368,0596IbnWasifShah.MukhtasarCajaibDunya,297
369,0596IbnWasifShah.MukhtasarCajaibDunya,321
370,0596IbnWasifShah.MukhtasarCajaibDunya,322
371,0596IbnWasifShah.MukhtasarCajaibDunya,330
372,0596IbnWasifShah.MukhtasarCajaibDunya,335
373,0596IbnWasifShah.MukhtasarCajaibDunya,336
374,0596IbnWasifShah.MukhtasarCajaibDunya,358
375,0596IbnWasifShah.MukhtasarCajaibDunya,402
376,0596IbnWasifShah.MukhtasarCajaibDunya,403
377,0596IbnWasifShah.MukhtasarCajaibDunya,417
378,0596IbnWasifShah.MukhtasarCajaibDunya,521
379,0596IbnWasifShah.MukhtasarCajaibDunya,529
380,0596IbnWasifShah.MukhtasarCajaibDunya,530
381,0596IbnWasifShah.MukhtasarCajaibDunya,533
382,0596IbnWasifShah.MukhtasarCajaibDunya,534
383,0596IbnWasifShah.MukhtasarCajaibDunya,536
384,0596IbnWasifShah.MukhtasarCajaibDunya,537
385,0596IbnWasifShah.MukhtasarCajaibDunya,540
386,0596IbnWasifShah.MukhtasarCajaibDunya,543
387,0596IbnWasifShah.MukhtasarCajaibDunya,545
388,0596IbnWasifShah.MukhtasarCajaibDunya,547
389,0596IbnWasifShah.MukhtasarCajaibDunya,548
390,0596IbnWasifShah.MukhtasarCajaibDunya,549
391,0596IbnWasifShah.MukhtasarCajaibDunya,550
392,0596IbnWasifShah.MukhtasarCajaibDunya,551
393,0596IbnWasifShah.MukhtasarCajaibDunya,552
394,0596IbnWasifShah.MukhtasarCajaibDunya,553
395,0596IbnWasifShah.MukhtasarCajaibDunya,612
396,0596IbnWasifShah.MukhtasarCajaibDunya,789
397,0596IbnWasifShah.MukhtasarCajaibDunya,2182
398,0596IbnWasifShah.MukhtasarCajaibDunya,2183
399,0262CumarIbnShabba,112
400,0367IbnHawqal.SuratArd,261
401,0367IbnHawqal.SuratArd,262
402,0630IbnAbiTayyi,924
403,0630IbnAbiTayyi,961
404,0630IbnAbiTayyi,985
405,0630IbnAbiTayyi,991
406,0630IbnAbiTayyi,998
407,0630IbnAbiTayyi,1028
408,0630IbnAbiTayyi,1555
409,0630IbnAbiTayyi,1758
410,0730ShaficIbnCali,523
411,0730ShaficIbnCali,2106
412,0300IbnKhurdadhbih.MasalikWaMamalik,487
413,0209AbuCubayda,915
414,0198SufyanIbnCuyayna,219
415,0454Qudaci,378
416,0454Qudaci,1436
417,0454Qudaci,1473
418,0454Qudaci,1515
419,0454Qudaci,1720
420,0454Qudaci,2126
421,0646IbnBaytarAndalusi.JamicLiMufradat,1403
422,0606IbnMamati.QawaninDawawin,161
423,0375AnonymousTranslator.TarikhCalamUrusiyus,19
424,0375AnonymousTranslator.TarikhCalamUrusiyus,20
425,0375AnonymousTranslator.TarikhCalamUrusiyus,346
426,0375AnonymousTranslator.TarikhCalamUrusiyus,347
427,0375AnonymousTranslator.TarikhCalamUrusiyus,352
428,0375AnonymousTranslator.TarikhCalamUrusiyus,353
429,0375AnonymousTranslator.TarikhCalamUrusiyus,354
430,0375AnonymousTranslator.TarikhCalamUrusiyus,544
431,0182AbuYusufYacqub.Kharaj,1389
436,0182AbuYusufYacqub.Athar,1389
437,0182AbuYusufYacqub.Kharaj,1390
439,0182AbuYusufYacqub.Kharaj,1391
444,AnonymousPlural,36
445,AnonymousPlural,70
446,AnonymousPlural,118
447,AnonymousPlural,160
448,AnonymousPlural,272
449,AnonymousPlural,291
450,AnonymousPlural,350
451,AnonymousPlural,545
452,AnonymousPlural,671
453,AnonymousPlural,672
454,AnonymousPlural,675
455,AnonymousPlural,1909
456,AnonymousPlural,1932
457,0000Aristutulis,145
458,0000Aristutulis,163
459,0000Aristutulis,359
460,0279Baladhuri,462
461,0279Baladhuri,1387
462,0279Baladhuri.AnsabAshraf,1388
463,0279Baladhuri,1437
464,0279Baladhuri.AnsabAshraf,1730
465,0279Baladhuri.AnsabAshraf,1731
467,0458Bayhaqi,1895
468,0255Jahiz.Hayawan,44
469,0255Jahiz.Hayawan,45
470,0255Jahiz.Hayawan,53
471,0255Jahiz.Hayawan,66
472,0255Jahiz.Hayawan,352
473,0255Jahiz.Hayawan,444
474,0255Jahiz.Hayawan,1387
475,0383IbnCabbasKhwarizmi,15
476,0383IbnCabbasKhwarizmi,18
477,0388Shabushti.Diyarat,2231
478,0388Shabushti.Diyarat,2232
479,0388Shabushti.Diyarat,2233
480,0388Shabushti.Diyarat,2234
481,0388Shabushti.Diyarat,2240
482,0388Shabushti.Diyarat,2245
483,0000Disquridus,148
484,0000Dimquratus,15
485,0000Hirmus,22
486,0000Hirmus,262
487,0626YaqutHamawi,1120
488,0626YaqutHamawi,1163
489,0626YaqutHamawi,1173
490,0626YaqutHamawi,1406
491,0626YaqutHamawi,1425
492,0626YaqutHamawi,2105
493,0626YaqutHamawi.MucjamBuldan,2106
494,0626YaqutHamawi.MucjamUdaba,2106
495,0626YaqutHamawi.MucjamBuldan,2234
497,0626YaqutHamawi.Khazal,2234
499,0626YaqutHamawi.MucjamBuldan,2235
500,0626YaqutHamawi,2243
501,0596IbnWasifShah,282
502,0000Abaqrat0000Btulimus,94
503,0280IbnTayfur,627
504,0697IbnWasil,924
505,0231IbnZiyadAcrabi,46
506,0542IbnMunjibTajRiyasaIbnSayrafi,1121
507,0542IbnMunjibTajRiyasaIbnSayrafi,2087
508,0617IbnTuwayr.NuzhatMuqlatayn,1173
509,0807IbnFurat.TarikhDuwal,1465
510,0204IbnKalbi,1728
511,0350MuhammadKindi.FadailMisr,283
512,0350MuhammadKindi.FadailMisr,284
513,0350MuhammadKindi.FadailMisr,371
514,0350MuhammadKindi.FadailMisr,468
515,0460IbnButlan,405
516,0614IbnJubayr.Rihla,361
517,0614IbnJubayr.Rihla,546
518,0681IbnKhallikan.WafayatAcyan,1944
519,0633IbnDihyaJumayyilKalbi.NibrasFiTarikh,1097
520,0453CaliIbnRidwan,564
521,0387IbnZulaq,2133
522,0685IbnSacidMaghribi,420
523,0685IbnSacidMaghribi.Muhalla,1088
524,0685IbnSacidMaghribi.Muhalla,1524
525,0685IbnSacidMaghribi.Maghrib,524
526,0685IbnSacidMaghribi.Maghrib,1173
527,0685IbnSacidMaghribi.Maghrib,1463
528,0685IbnSacidMaghribi.Maghrib,1497
529,0685IbnSacidMaghribi.Maghrib,2133
530,0428IbnSina,149
531,567IbnQalaqis,143
532,0677IbnMuyassar.AkhbarMisr,136
533,0677IbnMuyassar.AkhbarMisr,137
534,0677IbnMuyassar.AkhbarMisr,189
535,0677IbnMuyassar.AkhbarMisr,995
536,0677IbnMuyassar.AkhbarMisr,996
537,0677IbnMuyassar.AkhbarMisr,1105
538,0347IbnYunusSadafi.Tarikh,1514
539,0528HakamIbnAbiSalt,133
540,0581AbuQasimSuhayli.RawdUnuf,587
541,0581AbuQasimSuhayli.RawdUnuf,588
542,0282AbuHanifaDinawari,467
543,0282AbuHanifaDinawari.Nabat,2235
544,0576AbuTahirSilafi.MucjamSafar,1572
545,0370CaribQurtubi.SilaTarikhTabari,1088
546,0370CaribQurtubi,1525
547,0346Mascudi.TanbihWaIshraf,264
548,0346Mascudi.TanbihWaIshraf,358
549,0346Mascudi.TanbihWaIshraf,359
550,0346Mascudi.TanbihWaIshraf,360
551,0334AbuMuhammadHamdani.IklilAkhbarYaman,351
552,0207Waqidi,420
553,0292Yacqubi,484
554,0000AnonymousPlural,35
555,0000AnonymousPlural,60
556,0000AnonymousPlural,86
557,0000AnonymousPlural,269
558,0000AnonymousPlural,1694
559,0450Anonymous.SiratYazuri,250
560,0450Anonymous.SiratYazuri,1045
561,0000Anonymous,113
562,0000Anonymous,1720
563,0000Anonymous,1759
564,0000Anonymous,2230
565,0180Sibawayhi,1292
566,0460Anonymous.DhakhairTuhaf,942
567,0460Anonymous.DhakhairTuhaf,1075
568,0460Anonymous.DhakhairTuhaf,1104
569,0000Anonymous.CajabBunyan,1456
570,0000Anonymous.CajabHikayat,66
571,0736IbnDawadari.KanzDurar,903
572,0560SharifIdrisi.NuzhatMushtaq,119
573,0000Hirdusus,119
